the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.311       0.00        0.05           0.409       0.304       0.834     
2          2               32                1000      0.312       0.01        0.10           0.527       0.305       0.652     
4          4               64                1000      0.315       0.01        0.20           0.355       0.307       0.817     
8          8               128               1000      0.317       0.03        0.40           0.394       0.310       0.627     
16         16              256               1000      0.325       0.05        0.79           0.441       0.317       0.609     
32         32              512               1000      0.340       0.09        1.51           0.561       0.332       0.602     
64         64              1024              1000      0.375       0.17        2.73           0.574       0.367       0.670     
128        128             2048              1000      0.448       0.29        4.57           0.746       0.440       0.792     
256        256             4096              1000      0.602       0.42        6.80           7.936       0.585       0.937     
512        512             8192              1000      0.904       0.57        9.06           1.194       0.894       1.207     
1024       1024            16384             1000      1.492       0.69        10.98          8.243       1.476       1.879     
2048       2048            32768             1000      2.650       0.77        12.36          3.120       2.639       3.175     
4096       4096            65536             1000      4.995       0.82        13.12          5.307       4.980       5.769     
8192       8192            131072            1000      9.752       0.84        13.44          15.221      9.654       10.216    
16384      16384           262144            1000      19.309      0.85        13.58          19.644      19.089      19.691    
32768      32768           524288            1000      37.845      0.87        13.85          43.485      37.622      38.720    
65536      65536           1048576           1000      75.119      0.87        13.96          81.091      74.867      75.520    
131072     131072          2097152           1000      149.587     0.88        14.02          160.089     149.324     150.821   
262144     262144          4194304           1000      299.985     0.87        13.98          318.924     298.963     300.492   
524288     524288          8388608           1000      602.945     0.87        13.91          612.016     600.650     603.116   
1048576    1048576         16777216          1000      1197.390    0.88        14.01          1211.243    1195.186    1196.697  

