the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               8                 1000      0.074       0.08        0.11           0.288       0.073       0.196     
2          12              16                1000      0.075       0.16        0.21           0.209       0.074       0.098     
3          18              24                1000      0.076       0.24        0.31           0.323       0.075       0.080     
4          24              32                1000      0.076       0.32        0.42           0.268       0.075       0.087     
5          30              40                1000      0.077       0.39        0.52           0.322       0.075       0.102     
6          36              48                1000      0.076       0.47        0.63           0.232       0.075       0.087     
7          42              56                1000      0.078       0.54        0.72           0.342       0.076       0.076     
8          48              64                1000      0.076       0.63        0.84           0.268       0.075       0.319     
16         96              128               1000      0.081       1.18        1.57           0.297       0.077       0.306     
32         192             256               1000      0.084       2.29        3.05           0.271       0.081       0.278     
64         384             512               1000      0.091       4.22        5.63           0.319       0.089       0.299     
128        768             1024              1000      0.111       6.90        9.21           0.287       0.108       0.329     
256        1536            2048              1000      0.148       10.36       13.81          0.297       0.146       0.405     
512        3072            4096              1000      0.222       13.83       18.44          0.361       0.221       0.480     
1024       6144            8192              1000      0.373       16.48       21.97          0.504       0.369       0.577     
2048       12288           16384             1000      0.677       18.16       24.22          0.870       0.669       0.691     
4096       24576           32768             1000      1.270       19.34       25.79          1.613       1.264       1.291     
8192       49152           65536             1000      2.461       19.97       26.63          2.805       2.458       2.753     
16384      98304           131072            1000      4.864       20.21       26.95          9.600       4.844       5.083     
32768      196608          262144            1000      9.892       19.88       26.50          18.017      9.626       10.513    
65536      393216          524288            1000      19.821      19.84       26.45          27.702      19.420      20.474    
131072     786432          1048576           1000      39.374      19.97       26.63          47.076      38.558      42.289    
262144     1572864         2097152           1000      78.375      20.07       26.76          100.065     77.023      86.111    
524288     3145728         4194304           1000      155.929     20.17       26.90          184.941     153.313     171.492   
1048576    6291456         8388608           1000      338.915     18.56       24.75          405.342     333.664     341.802   

