the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.077       0.01        0.10           0.199       0.075       0.389     
2          2               16                1000      0.075       0.03        0.21           0.129       0.074       0.336     
4          4               32                1000      0.080       0.05        0.40           0.298       0.076       0.814     
8          8               64                1000      0.083       0.10        0.77           0.378       0.078       0.530     
16         16              128               1000      0.085       0.19        1.51           0.303       0.080       0.710     
32         32              256               1000      0.087       0.37        2.95           0.122       0.081       0.253     
64         64              512               1000      0.084       0.76        6.10           0.340       0.082       0.437     
128        128             1024              1000      0.094       1.36        10.90          0.337       0.091       0.475     
256        256             2048              1000      0.113       2.27        18.15          0.424       0.109       0.721     
512        512             4096              1000      0.153       3.35        26.83          0.521       0.148       0.718     
1024       1024            8192              1000      0.229       4.47        35.79          0.569       0.224       1.469     
2048       2048            16384             1000      0.381       5.37        42.95          0.979       0.376       1.776     
4096       4096            32768             1000      0.761       5.38        43.07          1.857       0.719       3.295     
8192       8192            65536             1000      1.557       5.26        42.10          2.891       1.332       5.008     
16384      16384           131072            1000      4.048       4.05        32.38          7.403       3.457       10.378    
32768      32768           262144            1000      12.583      2.60        20.83          110.725     11.269      19.678    
65536      65536           524288            1000      32.477      2.02        16.14          48.878      30.210      68.996    
131072     131072          1048576           1000      74.006      1.77        14.17          104.028     69.132      92.040    
262144     262144          2097152           1000      159.478     1.64        13.15          184.038     150.183     181.391   
524288     524288          4194304           1000      325.612     1.61        12.88          371.351     310.116     388.069   
1048576    1048576         8388608           1000      419.991     2.50        19.97          469.776     411.088     478.465   

