the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          3               8                 1000      0.064       0.05        0.12           0.100       0.060       0.900     
2          6               16                1000      0.068       0.09        0.24           0.120       0.060       0.360     
4          12              32                1000      0.066       0.18        0.48           0.080       0.060       0.100     
8          24              64                1000      0.070       0.34        0.91           0.120       0.060       0.160     
16         48              128               1000      0.075       0.64        1.71           0.080       0.060       0.240     
32         96              256               1000      0.086       1.12        2.98           0.100       0.080       0.260     
64         192             512               1000      0.099       1.93        5.16           0.120       0.080       0.180     
128        384             1024              1000      0.129       2.99        7.97           0.160       0.120       0.220     
256        768             2048              1000      0.188       4.08        10.89          0.220       0.180       0.480     
512        1536            4096              1000      0.320       4.81        12.82          0.340       0.300       1.080     
1024       3072            8192              1000      0.544       5.65        15.06          0.560       0.540       2.060     
2048       6144            16384             1000      1.017       6.04        16.11          1.060       1.000       2.960     
4096       12288           32768             1000      2.041       6.02        16.05          12.420      2.020       5.820     
8192       24576           65536             1000      4.753       5.17        13.79          21.220      4.700       12.440    
16384      49152           131072            1000      9.526       5.16        13.76          20.800      9.380       26.760    
32768      98304           262144            1000      18.938      5.19        13.84          34.680      18.720      59.020    
65536      196608          524288            1000      39.567      4.97        13.25          119.440     37.340      136.760   
131072     393216          1048576           1000      95.603      4.11        10.97          291.300     74.360      212.740   
262144     786432          2097152           1000      521.357     1.51        4.02           742.620     401.640     401.580   
524288     1572864         4194304           1000      697.518     2.25        6.01           732.860     682.840     744.680   
1048576    3145728         8388608           1000      1429.288    2.20        5.87           1754.840    1314.360    1403.540  

