the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               16                1000      0.089       0.02        0.18           0.116       0.086       0.250     
2          4               32                1000      0.088       0.05        0.36           0.123       0.087       0.191     
4          8               64                1000      0.087       0.09        0.73           0.127       0.087       0.195     
8          16              128               1000      0.088       0.18        1.45           0.121       0.087       0.233     
16         32              256               1000      0.088       0.36        2.90           0.130       0.087       0.316     
32         64              512               1000      0.090       0.71        5.66           0.121       0.083       0.167     
64         128             1024              1000      0.099       1.29        10.34          0.127       0.091       0.283     
128        256             2048              1000      0.115       2.22        17.76          0.160       0.106       0.229     
256        512             4096              1000      0.143       3.57        28.58          0.184       0.141       0.377     
512        1024            8192              1000      0.218       4.71        37.65          0.267       0.209       0.382     
1024       2048            16384             1000      0.334       6.13        49.00          0.566       0.324       0.747     
2048       4096            32768             1000      1.277       3.21        25.65          635.422     0.623       0.882     
4096       8192            65536             1000      1.528       5.36        42.89          1.686       1.428       2.128     
8192       16384           131072            1000      2.839       5.77        46.18          3.000       2.783       3.533     
16384      32768           262144            1000      5.900       5.55        44.43          7.031       5.647       6.471     
32768      65536           524288            1000      11.691      5.61        44.84          18.717      11.183      14.259    
65536      131072          1048576           1000      23.097      5.67        45.40          25.894      22.231      45.394    
131072     262144          2097152           1000      45.971      5.70        45.62          66.274      44.420      65.882    
262144     524288          4194304           1000      99.345      5.28        42.22          124.568     94.430      167.139   
524288     1048576         8388608           1000      270.090     3.88        31.06          288.490     265.378     291.042   
1048576    2097152         16777216          1000      589.494     3.56        28.46          621.927     581.420     581.964   

