the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.114       0.05        0.21           0.240       0.060       0.100     
2          12              48                1000      0.165       0.07        0.29           0.360       0.060       0.660     
4          24              96                1000      0.196       0.12        0.49           0.440       0.100       0.260     
8          48              192               1000      0.279       0.17        0.69           0.540       0.200       1.060     
16         96              384               1000      0.474       0.20        0.81           0.960       0.420       1.320     
32         192             768               1000      1.332       0.14        0.58           2.620       1.220       3.360     
64         384             1536              1000      4.604       0.08        0.33           12.100      4.360       10.700    
128        768             3072              1000      21.472      0.04        0.14           29.320      19.820      30.780    
256        1536            6144              1000      99.996      0.02        0.06           110.800     96.000      113.260   
512        3072            12288             1000      713.409     0.00        0.02           725.820     364.300     716.760   
1024       6144            24576             1000      1397.818    0.00        0.02           1421.940    1373.780    1384.740  
2048       12288           49152             1000      5762.791    0.00        0.01           6370.460    5651.200    8579.160  
4096       24576           98304             1000      27940.997   0.00        0.00           28410.120   27515.720   34925.260 
8192       49152           196608            1000      146662.910  0.00        0.00           161450.560  145555.480  146669.020
16384      98304           393216            1000      656259.508  0.00        0.00           672385.620  652188.340  657016.940

