the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.074       0.01        0.16           0.328       0.073       0.224     
2          2               24                1000      0.076       0.03        0.32           0.302       0.075       0.141     
4          4               48                1000      0.077       0.05        0.62           0.080       0.076       0.131     
8          8               96                1000      0.075       0.11        1.28           0.300       0.074       0.126     
16         16              192               1000      0.076       0.21        2.52           0.130       0.076       0.110     
32         32              384               1000      0.078       0.41        4.93           0.314       0.077       0.126     
64         64              768               1000      0.083       0.77        9.24           0.378       0.082       0.134     
128        128             1536              1000      0.097       1.33        15.91          0.305       0.092       0.209     
256        256             3072              1000      0.118       2.17        26.10          0.345       0.114       0.264     
512        512             6144              1000      0.170       3.01        36.10          0.392       0.158       0.235     
1024       1024            12288             1000      0.295       3.47        41.69          0.646       0.271       0.340     
2048       2048            24576             1000      0.517       3.96        47.57          0.750       0.496       0.586     
4096       4096            49152             1000      0.982       4.17        50.05          1.252       0.940       1.463     
8192       8192            98304             1000      1.777       4.61        55.33          6.438       1.728       2.351     
16384      16384           196608            1000      4.053       4.04        48.51          5.295       3.535       4.914     
32768      32768           393216            1000      8.818       3.72        44.59          22.441      7.987       9.519     
65536      65536           786432            1000      18.618      3.52        42.24          25.822      17.472      21.905    
131072     131072          1572864           1000      38.261      3.43        41.11          41.663      36.630      45.951    
262144     262144          3145728           1000      89.609      2.93        35.11          118.599     84.826      112.729   
524288     524288          6291456           1000      247.412     2.12        25.43          277.901     226.541     250.565   
1048576    1048576         12582912          1000      499.733     2.10        25.18          510.692     482.938     496.807   

