the current thread cpu affinity is 0xffffffffffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.064       0.02        0.13           0.220       0.040       0.100     
2          2               16                1000      0.074       0.03        0.22           0.180       0.060       0.340     
4          4               32                1000      0.065       0.06        0.49           0.200       0.040       0.260     
8          8               64                1000      0.067       0.12        0.95           0.140       0.060       0.180     
16         16              128               1000      0.093       0.17        1.37           0.360       0.080       0.280     
32         32              256               1000      0.123       0.26        2.09           0.280       0.100       0.160     
64         64              512               1000      0.196       0.33        2.62           0.240       0.180       0.240     
128        128             1024              1000      0.345       0.37        2.97           0.460       0.320       0.360     
256        256             2048              1000      0.682       0.38        3.00           30.720      0.620       0.640     
512        512             4096              1000      1.207       0.42        3.39           1.320       1.180       1.220     
1024       1024            8192              1000      2.358       0.43        3.47           2.640       2.340       2.460     
2048       2048            16384             1000      4.793       0.43        3.42           132.740     4.640       4.840     
4096       4096            32768             1000      9.318       0.44        3.52           50.420      9.260       9.500     
8192       8192            65536             1000      19.014      0.43        3.45           326.360     18.480      19.000    
16384      16384           131072            1000      37.378      0.44        3.51           94.420      36.900      37.720    
32768      32768           262144            1000      74.050      0.44        3.54           106.220     73.760      78.900    
65536      65536           524288            1000      148.045     0.44        3.54           172.660     147.500     165.060   
131072     131072          1048576           1000      314.319     0.42        3.34           380.360     303.040     309.560   
262144     262144          2097152           1000      620.218     0.42        3.38           1435.700    615.000     616.200   
524288     524288          4194304           1000      1239.560    0.42        3.38           1400.600    1231.980    2043.400  
1048576    1048576         8388608           1000      2479.619    0.42        3.38           2550.460    2465.660    4056.440  

