the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.410       0.00        0.02           0.800       0.340       0.600     
2          2               16                1000      0.423       0.00        0.04           9.460       0.340       1.220     
4          4               32                1000      0.413       0.01        0.08           0.740       0.360       0.660     
8          8               64                1000      0.420       0.02        0.15           0.800       0.360       0.820     
16         16              128               1000      0.432       0.04        0.30           0.740       0.380       0.800     
32         32              256               1000      0.453       0.07        0.56           0.900       0.380       0.900     
64         64              512               1000      0.509       0.13        1.01           0.780       0.460       0.900     
128        128             1024              1000      0.608       0.21        1.68           0.900       0.560       0.960     
256        256             2048              1000      0.815       0.31        2.51           9.500       0.740       1.280     
512        512             4096              1000      1.313       0.39        3.12           6.940       1.120       1.380     
1024       1024            8192              1000      2.001       0.51        4.09           9.100       1.900       2.620     
2048       2048            16384             1000      3.612       0.57        4.54           10.600      3.440       4.480     
4096       4096            32768             1000      6.914       0.59        4.74           15.260      6.580       8.160     
8192       8192            65536             1000      13.208      0.62        4.96           22.040      12.840      16.040    
16384      16384           131072            1000      25.503      0.64        5.14           30.380      25.200      39.120    
32768      32768           262144            1000      51.139      0.64        5.13           164.780     49.580      82.320    
65536      65536           524288            1000      105.710     0.62        4.96           149.960     102.040     167.440   
131072     131072          1048576           1000      243.646     0.54        4.30           368.580     229.920     238.540   
262144     262144          2097152           1000      477.993     0.55        4.39           1340.340    467.240     449.560   
524288     524288          4194304           1000      889.035     0.59        4.72           1085.260    875.880     883.740   
1048576    1048576         8388608           1000      1649.115    0.64        5.09           1880.980    1638.380    1657.820  

