the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.096       0.01        0.13           0.323       0.089       0.155     
2          2               24                1000      0.103       0.02        0.23           8.361       0.090       0.158     
4          4               48                1000      0.104       0.04        0.46           0.324       0.097       0.158     
8          8               96                1000      0.119       0.07        0.80           0.341       0.110       0.178     
16         16              192               1000      0.153       0.10        1.25           0.382       0.146       0.201     
32         32              384               1000      0.230       0.14        1.67           8.218       0.210       0.294     
64         64              768               1000      0.380       0.17        2.02           0.621       0.341       0.431     
128        128             1536              1000      0.685       0.19        2.24           1.157       0.654       0.744     
256        256             3072              1000      1.292       0.20        2.38           6.845       1.233       1.339     
512        512             6144              1000      2.497       0.21        2.46           2.757       2.436       2.533     
1024       1024            12288             1000      4.904       0.21        2.51           10.582      4.805       4.979     
2048       2048            24576             1000      9.707       0.21        2.53           14.361      9.569       9.699     
4096       4096            49152             1000      19.367      0.21        2.54           24.394      19.172      19.358    
8192       8192            98304             1000      38.621      0.21        2.55           44.167      38.305      38.803    
16384      16384           196608            1000      77.119      0.21        2.55           83.551      70.969      71.418    
32768      32768           393216            1000      153.083     0.21        2.57           163.211     141.749     154.609   
65536      65536           786432            1000      309.171     0.21        2.54           392.052     283.152     312.509   
131072     131072          1572864           1000      609.811     0.21        2.58           651.480     566.611     602.571   
262144     262144          3145728           1000      1230.823    0.21        2.56           1304.554    1133.715    1138.095  
524288     524288          6291456           1000      3512.958    0.15        1.79           4202.586    2479.602    2385.554  
1048576    1048576         12582912          1000      4965.919    0.21        2.53           5233.333    4537.872    5120.000  

