the current thread cpu affinity is 0xffffffffffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.115       0.01        0.07           0.340       0.060       0.080     
2          2               16                1000      0.115       0.02        0.14           0.260       0.060       0.440     
4          4               32                1000      0.117       0.03        0.27           0.280       0.080       0.300     
8          8               64                1000      0.108       0.07        0.59           0.420       0.060       0.340     
16         16              128               1000      0.107       0.15        1.19           0.220       0.080       0.140     
32         32              256               1000      0.157       0.20        1.63           0.300       0.120       0.420     
64         64              512               1000      0.228       0.28        2.25           0.260       0.200       0.240     
128        128             1024              1000      0.370       0.35        2.77           0.400       0.340       0.380     
256        256             2048              1000      0.659       0.39        3.11           0.740       0.640       0.740     
512        512             4096              1000      1.232       0.42        3.32           1.560       1.200       1.280     
1024       1024            8192              1000      2.418       0.42        3.39           32.220      2.360       2.380     
2048       2048            16384             1000      4.827       0.42        3.39           141.640     4.660       4.840     
4096       4096            32768             1000      9.353       0.44        3.50           53.440      9.280       9.600     
8192       8192            65536             1000      18.641      0.44        3.52           46.180      18.520      18.880    
16384      16384           131072            1000      37.262      0.44        3.52           131.060     36.940      37.280    
32768      32768           262144            1000      74.162      0.44        3.53           134.040     73.780      78.000    
65536      65536           524288            1000      148.441     0.44        3.53           176.540     147.520     163.660   
131072     131072          1048576           1000      314.417     0.42        3.33           353.300     302.420     308.060   
262144     262144          2097152           1000      619.354     0.42        3.39           658.920     614.760     616.480   
524288     524288          4194304           1000      1239.606    0.42        3.38           1276.100    1231.680    1273.180  
1048576    1048576         8388608           1000      2483.401    0.42        3.38           2701.960    2465.420    2531.580  

