the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.154       0.01        0.05           0.414       0.132       0.486     
2          2               16                1000      0.159       0.01        0.10           0.409       0.141       0.307     
4          4               32                1000      0.143       0.03        0.22           0.251       0.138       0.270     
8          8               64                1000      0.149       0.05        0.43           0.365       0.145       0.271     
16         16              128               1000      0.150       0.11        0.85           0.462       0.140       0.394     
32         32              256               1000      0.157       0.20        1.63           0.362       0.143       0.474     
64         64              512               1000      0.153       0.42        3.34           0.250       0.144       0.265     
128        128             1024              1000      0.155       0.82        6.59           0.473       0.146       0.400     
256        256             2048              1000      0.171       1.50        12.00          0.395       0.158       0.342     
512        512             4096              1000      0.204       2.51        20.06          6.165       0.187       0.415     
1024       1024            8192              1000      0.265       3.87        30.94          0.632       0.253       0.535     
2048       2048            16384             1000      0.438       4.68        37.43          0.632       0.387       0.656     
4096       4096            32768             1000      0.737       5.56        44.46          1.125       0.691       0.975     
8192       8192            65536             1000      1.276       6.42        51.35          1.602       1.198       1.376     
16384      16384           131072            1000      2.431       6.74        53.92          2.814       2.268       2.880     
32768      32768           262144            1000      5.930       5.53        44.21          10.776      5.278       6.988     
65536      65536           524288            1000      11.982      5.47        43.76          17.835      10.866      15.213    
131072     131072          1048576           1000      23.134      5.67        45.33          33.272      21.621      31.105    
262144     262144          2097152           1000      46.936      5.59        44.68          68.855      42.913      61.715    
524288     524288          4194304           1000      131.067     4.00        32.00          142.327     112.137     138.694   
1048576    1048576         8388608           1000      289.809     3.62        28.95          301.384     280.795     292.113   

