the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               8                 1000      0.075       0.08        0.11           0.292       0.074       0.223     
2          12              16                1000      0.075       0.16        0.21           0.304       0.075       0.130     
3          18              24                1000      0.076       0.24        0.32           0.112       0.075       0.457     
4          24              32                1000      0.077       0.31        0.42           0.088       0.075       0.136     
5          30              40                1000      0.076       0.39        0.52           0.104       0.076       0.131     
6          36              48                1000      0.078       0.46        0.61           0.104       0.077       0.289     
7          42              56                1000      0.079       0.53        0.70           0.126       0.077       0.132     
8          48              64                1000      0.082       0.59        0.78           0.323       0.077       0.111     
16         96              128               1000      0.077       1.25        1.67           0.126       0.076       0.434     
32         192             256               1000      0.082       2.33        3.11           0.111       0.081       0.213     
64         384             512               1000      0.090       4.25        5.66           0.222       0.089       0.137     
128        768             1024              1000      0.109       7.03        9.38           0.120       0.107       0.364     
256        1536            2048              1000      0.145       10.58       14.11          0.217       0.144       0.334     
512        3072            4096              1000      0.220       13.99       18.65          0.227       0.216       0.272     
1024       6144            8192              1000      0.367       16.76       22.34          0.401       0.360       0.705     
2048       12288           16384             1000      0.664       18.51       24.69          0.979       0.647       1.081     
4096       24576           32768             1000      1.256       19.56       26.08          1.391       1.227       1.319     
8192       49152           65536             1000      2.437       20.17       26.89          2.726       2.375       2.550     
16384      98304           131072            1000      4.831       20.35       27.13          4.964       4.689       5.027     
32768      196608          262144            1000      9.554       20.58       27.44          15.687      9.282       9.760     
65536      393216          524288            1000      19.733      19.93       26.57          766.985     18.481      19.892    
131072     786432          1048576           1000      38.384      20.49       27.32          330.679     36.912      39.359    
262144     1572864         2097152           1000      76.168      20.65       27.53          172.002     74.462      80.706    
524288     3145728         4194304           1000      153.026     20.56       27.41          176.502     150.160     163.907   
1048576    6291456         8388608           1000      321.814     19.55       26.07          356.296     318.441     327.560   

