the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          3               8                 1000      0.075       0.04        0.11           0.091       0.075       0.325     
2          6               16                1000      0.076       0.08        0.21           0.219       0.075       0.082     
4          12              32                1000      0.077       0.16        0.42           0.136       0.075       0.110     
8          24              64                1000      0.077       0.31        0.83           0.141       0.076       0.120     
16         48              128               1000      0.078       0.61        1.64           0.140       0.076       0.231     
32         96              256               1000      0.080       1.20        3.21           0.174       0.079       0.090     
64         192             512               1000      0.089       2.17        5.78           0.115       0.087       0.283     
128        384             1024              1000      0.101       3.78        10.09          0.140       0.100       0.105     
256        768             2048              1000      0.131       5.88        15.67          0.177       0.129       0.132     
512        1536            4096              1000      0.189       8.13        21.69          0.200       0.187       0.221     
1024       3072            8192              1000      0.306       10.05       26.79          0.320       0.303       0.306     
2048       6144            16384             1000      0.540       11.38       30.36          0.559       0.537       0.565     
4096       12288           32768             1000      1.005       12.23       32.61          1.072       1.002       1.031     
8192       24576           65536             1000      1.938       12.68       33.81          2.017       1.935       1.937     
16384      49152           131072            1000      3.802       12.93       34.47          4.186       3.798       3.806     
32768      98304           262144            1000      10.626      9.25        24.67          2860.840    7.522       7.826     
65536      196608          524288            1000      16.526      11.90       31.73          999.241     14.972      17.625    
131072     393216          1048576           1000      30.490      12.90       34.39          38.791      29.965      30.644    
262144     786432          2097152           1000      60.605      12.98       34.60          279.684     59.787      62.618    
524288     1572864         4194304           1000      120.143     13.09       34.91          206.060     119.319     128.436   
1048576    3145728         8388608           1000      242.303     12.98       34.62          339.369     238.989     263.072   

