the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.178       0.01        0.09           0.440       0.100       0.140     
2          2               32                1000      0.192       0.01        0.17           0.520       0.140       0.360     
4          4               64                1000      0.245       0.02        0.26           0.500       0.140       0.740     
8          8               128               1000      0.275       0.03        0.47           0.740       0.200       0.300     
16         16              256               1000      0.360       0.04        0.71           0.520       0.280       0.560     
32         32              512               1000      0.534       0.06        0.96           0.700       0.440       0.580     
64         64              1024              1000      0.894       0.07        1.15           1.080       0.820       1.100     
128        128             2048              1000      1.572       0.08        1.30           2.120       1.460       1.940     
256        256             4096              1000      2.933       0.09        1.40           3.120       2.860       3.240     
512        512             8192              1000      5.632       0.09        1.45           5.980       5.540       5.800     
1024       1024            16384             1000      11.263      0.09        1.45           117.940     10.920      11.120    
2048       2048            32768             1000      23.166      0.09        1.41           58.520      21.960      23.120    
4096       4096            65536             1000      43.756      0.09        1.50           74.260      43.180      44.080    
8192       8192            131072            1000      90.161      0.09        1.45           110.560     86.660      91.980    
16384      16384           262144            1000      180.368     0.09        1.45           209.960     172.340     183.360   
32768      32768           524288            1000      365.765     0.09        1.43           383.040     362.460     365.960   
65536      65536           1048576           1000      744.310     0.09        1.41           983.160     724.720     737.060   
131072     131072          2097152           1000      1558.782    0.08        1.35           1992.560    1474.500    1517.500  
262144     262144          4194304           1000      3474.900    0.08        1.21           4023.360    3005.840    3028.240  
524288     524288          8388608           1000      6493.662    0.08        1.29           8037.820    5860.960    6546.960  
1048576    1048576         16777216          1000      12654.504   0.08        1.33           13031.460   12500.140   12613.480 

