the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.084       0.02        0.10           0.130       0.077       0.161     
2          4               16                1000      0.081       0.05        0.20           0.126       0.078       0.190     
4          8               32                1000      0.084       0.09        0.38           0.128       0.078       0.393     
8          16              64                1000      0.084       0.19        0.76           0.133       0.079       0.398     
16         32              128               1000      0.085       0.38        1.51           0.273       0.079       0.262     
32         64              256               1000      0.088       0.72        2.89           0.123       0.081       0.177     
64         128             512               1000      0.088       1.45        5.80           0.299       0.084       0.284     
128        256             1024              1000      0.099       2.58        10.31          0.311       0.091       0.402     
256        512             2048              1000      0.119       4.30        17.19          0.276       0.114       0.418     
512        1024            4096              1000      0.164       6.25        24.99          0.345       0.153       0.535     
1024       2048            8192              1000      0.232       8.83        35.31          0.463       0.216       0.367     
2048       4096            16384             1000      0.401       10.21       40.82          0.944       0.379       0.928     
4096       8192            32768             1000      0.773       10.60       42.39          0.845       0.753       1.210     
8192       16384           65536             1000      1.528       10.72       42.90          2.456       1.460       2.131     
16384      32768           131072            1000      2.910       11.26       45.04          4.614       2.761       4.626     
32768      65536           262144            1000      6.233       10.51       42.06          8.402       6.033       8.931     
65536      131072          524288            1000      14.116      9.29        37.14          19.135      13.808      18.078    
131072     262144          1048576           1000      30.587      8.57        34.28          345.152     29.686      39.636    
262144     524288          2097152           1000      60.530      8.66        34.65          272.007     59.462      77.337    
524288     1048576         4194304           1000      131.437     7.98        31.91          299.257     124.251     171.907   
1048576    2097152         8388608           1000      362.210     5.79        23.16          501.875     355.645     382.448   

