the current thread cpu affinity is 0xffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.086       0.01        0.09           0.358       0.084       0.951     
2          2               16                1000      0.092       0.02        0.17           0.269       0.089       0.287     
4          4               32                1000      0.100       0.04        0.32           0.267       0.097       0.390     
8          8               64                1000      0.117       0.07        0.55           0.369       0.114       0.480     
16         16              128               1000      0.154       0.10        0.83           0.293       0.149       0.713     
32         32              256               1000      0.215       0.15        1.19           0.445       0.210       0.579     
64         64              512               1000      0.348       0.18        1.47           0.547       0.341       0.909     
128        128             1024              1000      0.644       0.20        1.59           1.222       0.606       1.608     
256        256             2048              1000      1.191       0.21        1.72           1.889       1.134       1.509     
512        512             4096              1000      2.222       0.23        1.84           2.728       2.189       2.662     
1024       1024            8192              1000      4.345       0.24        1.89           4.800       4.304       4.813     
2048       2048            16384             1000      8.616       0.24        1.90           31.197      8.544       8.963     
4096       4096            32768             1000      17.123      0.24        1.91           50.333      17.032      17.433    
8192       8192            65536             1000      34.417      0.24        1.90           313.325     33.997      34.522    
16384      16384           131072            1000      68.572      0.24        1.91           282.799     67.947      68.572    
32768      32768           262144            1000      137.262     0.24        1.91           327.086     135.939     137.349   
65536      65536           524288            1000      273.053     0.24        1.92           342.645     271.614     272.935   
131072     131072          1048576           1000      544.960     0.24        1.92           571.564     543.252     562.336   
262144     262144          2097152           1000      1089.528    0.24        1.92           1126.910    1086.883    1128.004  
524288     524288          4194304           1000      2266.443    0.23        1.85           2305.845    2255.586    2280.891  
1048576    1048576         8388608           1000      4528.062    0.23        1.85           4568.493    4511.892    4522.732  

