the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.102       0.01        0.12           0.260       0.040       0.100     
2          2               24                1000      0.097       0.02        0.25           0.360       0.080       0.380     
4          4               48                1000      0.134       0.03        0.36           9.020       0.060       0.400     
8          8               96                1000      0.130       0.06        0.74           0.620       0.060       0.520     
16         16              192               1000      0.137       0.12        1.41           0.580       0.080       0.340     
32         32              384               1000      0.135       0.24        2.84           0.320       0.100       0.420     
64         64              768               1000      0.184       0.35        4.17           0.440       0.160       0.400     
128        128             1536              1000      0.215       0.60        7.16           0.660       0.180       0.440     
256        256             3072              1000      0.322       0.79        9.53           0.540       0.300       0.560     
512        512             6144              1000      0.522       0.98        11.78          0.900       0.480       1.140     
1024       1024            12288             1000      1.022       1.00        12.02          1.540       0.980       2.100     
2048       2048            24576             1000      1.891       1.08        12.99          9.780       1.840       4.980     
4096       4096            49152             1000      3.477       1.18        14.14          11.760      3.260       11.820    
8192       8192            98304             1000      6.868       1.19        14.31          15.860      6.680       23.240    
16384      16384           196608            1000      15.408      1.06        12.76          27.560      15.020      41.780    
32768      32768           393216            1000      27.688      1.18        14.20          65.300      26.300      89.180    
65536      65536           786432            1000      102.639     0.64        7.66           184.680     92.440      169.720   
131072     131072          1572864           1000      315.813     0.42        4.98           338.540     308.780     319.060   
262144     262144          3145728           1000      656.453     0.40        4.79           721.860     646.740     649.820   
524288     524288          6291456           1000      1229.606    0.43        5.12           1327.960    1215.100    1221.960  
1048576    1048576         12582912          1000      2796.114    0.38        4.50           2961.380    2772.360    2787.020  

