the current thread cpu affinity is 0xffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.095       0.01        0.08           0.230       0.088       0.454     
2          2               16                1000      0.101       0.02        0.16           0.134       0.094       0.393     
4          4               32                1000      0.105       0.04        0.31           0.143       0.099       0.385     
8          8               64                1000      0.137       0.06        0.47           13.906      0.115       0.164     
16         16              128               1000      0.156       0.10        0.82           0.199       0.147       0.306     
32         32              256               1000      0.222       0.14        1.15           0.444       0.212       0.299     
64         64              512               1000      0.357       0.18        1.43           0.575       0.348       0.569     
128        128             1024              1000      0.633       0.20        1.62           0.868       0.614       0.814     
256        256             2048              1000      1.147       0.22        1.79           1.380       1.135       1.278     
512        512             4096              1000      2.214       0.23        1.85           2.490       2.195       2.396     
1024       1024            8192              1000      4.338       0.24        1.89           4.719       4.309       4.476     
2048       2048            16384             1000      8.598       0.24        1.91           8.746       8.540       8.677     
4096       4096            32768             1000      17.085      0.24        1.92           17.546      17.030      17.437    
8192       8192            65536             1000      34.181      0.24        1.92           55.165      33.944      34.318    
16384      16384           131072            1000      68.244      0.24        1.92           154.478     67.948      68.575    
32768      32768           262144            1000      136.704     0.24        1.92           287.845     135.913     136.622   
65536      65536           524288            1000      272.530     0.24        1.92           314.343     271.663     272.877   
131072     131072          1048576           1000      544.660     0.24        1.93           578.817     543.446     584.842   
262144     262144          2097152           1000      1088.810    0.24        1.93           1150.943    1086.694    1125.049  
524288     524288          4194304           1000      2258.482    0.23        1.86           2295.579    2252.841    2252.195  
1048576    1048576         8388608           1000      4516.530    0.23        1.86           4564.715    4504.609    4539.591  

