the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.225       0.00        0.04           0.457       0.216       0.629     
2          2               16                1000      0.226       0.01        0.07           0.303       0.216       0.430     
4          4               32                1000      0.228       0.02        0.14           0.452       0.218       0.488     
8          8               64                1000      0.232       0.03        0.28           0.285       0.223       0.488     
16         16              128               1000      0.239       0.07        0.54           0.281       0.229       0.331     
32         32              256               1000      0.253       0.13        1.01           0.474       0.242       0.571     
64         64              512               1000      0.284       0.23        1.80           0.501       0.271       0.533     
128        128             1024              1000      0.340       0.38        3.01           0.392       0.329       0.593     
256        256             2048              1000      0.466       0.55        4.39           0.704       0.455       0.829     
512        512             4096              1000      0.700       0.73        5.85           0.847       0.688       0.927     
1024       1024            8192              1000      1.170       0.88        7.00           1.242       1.153       1.327     
2048       2048            16384             1000      2.101       0.97        7.80           2.329       2.082       2.287     
4096       4096            32768             1000      3.959       1.03        8.28           4.171       3.947       4.194     
8192       8192            65536             1000      7.714       1.06        8.50           12.360      7.671       7.975     
16384      16384           131072            1000      15.221      1.08        8.61           20.759      15.137      15.571    
32768      32768           262144            1000      30.153      1.09        8.69           36.004      30.037      30.414    
65536      65536           524288            1000      59.975      1.09        8.74           66.192      59.833      60.395    
131072     131072          1048576           1000      119.581     1.10        8.77           126.091     119.428     120.124   
262144     262144          2097152           1000      238.905     1.10        8.78           245.836     238.610     238.982   
524288     524288          4194304           1000      477.737     1.10        8.78           487.207     476.976     478.049   
1048576    1048576         8388608           1000      955.167     1.10        8.78           971.136     953.985     954.624   

