the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.130       0.01        0.09           2.780       0.060       0.260     
2          2               24                1000      0.150       0.01        0.16           0.400       0.060       1.000     
4          4               48                1000      0.141       0.03        0.34           0.480       0.060       0.520     
8          8               96                1000      0.123       0.06        0.78           0.140       0.040       0.240     
16         16              192               1000      0.129       0.12        1.49           0.260       0.060       0.120     
32         32              384               1000      0.119       0.27        3.24           0.240       0.060       0.300     
64         64              768               1000      0.134       0.48        5.71           0.260       0.080       0.360     
128        128             1536              1000      0.142       0.90        10.80          0.300       0.100       0.420     
256        256             3072              1000      0.227       1.13        13.53          0.340       0.180       0.960     
512        512             6144              1000      0.317       1.61        19.35          0.560       0.280       0.920     
1024       1024            12288             1000      0.590       1.73        20.82          1.020       0.540       1.160     
2048       2048            24576             1000      1.292       1.58        19.02          2.000       1.240       3.660     
4096       4096            49152             1000      2.599       1.58        18.91          9.440       2.540       6.480     
8192       8192            98304             1000      5.068       1.62        19.40          55.800      4.880       14.240    
16384      16384           196608            1000      9.701       1.69        20.27          84.420      9.240       27.280    
32768      32768           393216            1000      21.484      1.53        18.30          53.700      20.580      66.660    
65536      65536           786432            1000      84.505      0.78        9.31           139.560     72.540      162.140   
131072     131072          1572864           1000      316.001     0.41        4.98           352.040     307.800     348.900   
262144     262144          3145728           1000      698.174     0.38        4.51           791.580     687.260     665.260   
524288     524288          6291456           1000      1359.335    0.39        4.63           1682.020    1344.040    1362.260  
1048576    1048576         12582912          1000      2727.658    0.38        4.61           3273.220    2701.760    2736.280  

