the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          4               16                1000      0.073       0.05        0.22           0.087       0.073       0.202     
2          8               32                1000      0.075       0.11        0.42           0.103       0.075       0.421     
4          16              64                1000      0.076       0.21        0.84           0.104       0.075       0.123     
8          32              128               1000      0.078       0.41        1.64           0.160       0.077       0.236     
16         64              256               1000      0.081       0.79        3.15           0.103       0.080       0.130     
32         128             512               1000      0.090       1.43        5.71           0.107       0.089       0.442     
64         256             1024              1000      0.110       2.33        9.34           0.226       0.108       0.131     
128        512             2048              1000      0.167       3.06        12.24          19.223      0.146       0.797     
256        1024            4096              1000      0.227       4.52        18.06          0.852       0.223       0.912     
512        2048            8192              1000      0.379       5.40        21.60          0.405       0.376       1.561     
1024       4096            16384             1000      0.710       5.77        23.08          15.806      0.687       0.760     
2048       8192            32768             1000      1.316       6.23        24.91          1.718       1.303       1.917     
4096       16384           65536             1000      2.555       6.41        25.65          2.604       2.532       2.641     
8192       32768           131072            1000      5.651       5.80        23.19          581.377     5.025       6.121     
16384      65536           262144            1000      10.029      6.53        26.14          16.040      9.965       10.451    
32768      131072          524288            1000      20.091      6.52        26.10          60.768      19.867      23.270    
65536      262144          1048576           1000      39.961      6.56        26.24          44.905      39.673      41.858    
131072     524288          2097152           1000      79.676      6.58        26.32          94.591      79.225      105.690   
262144     1048576         4194304           1000      160.135     6.55        26.19          200.617     158.715     171.249   
524288     2097152         8388608           1000      348.332     6.02        24.08          407.246     345.433     351.973   
1048576    4194304         16777216          1000      706.497     5.94        23.75          757.641     702.222     716.326   

