the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.102       0.01        0.12           0.260       0.060       0.100     
2          2               24                1000      0.126       0.02        0.19           0.200       0.080       0.480     
4          4               48                1000      0.119       0.03        0.40           0.240       0.060       0.460     
8          8               96                1000      0.090       0.09        1.06           0.260       0.060       0.580     
16         16              192               1000      0.094       0.17        2.04           0.240       0.060       0.340     
32         32              384               1000      0.099       0.32        3.90           0.540       0.080       0.300     
64         64              768               1000      0.120       0.53        6.41           0.280       0.100       0.320     
128        128             1536              1000      0.198       0.65        7.76           0.320       0.160       0.260     
256        256             3072              1000      0.381       0.67        8.06           150.120     0.180       0.860     
512        512             6144              1000      0.354       1.45        17.35          0.520       0.320       0.760     
1024       1024            12288             1000      0.676       1.51        18.16          1.040       0.640       1.260     
2048       2048            24576             1000      1.321       1.55        18.60          6.160       1.280       2.960     
4096       4096            49152             1000      2.478       1.65        19.84          10.260      2.420       6.980     
8192       8192            98304             1000      5.065       1.62        19.41          63.900      4.840       16.360    
16384      16384           196608            1000      10.047      1.63        19.57          36.340      9.400       30.740    
32768      32768           393216            1000      22.109      1.48        17.79          77.140      19.940      67.780    
65536      65536           786432            1000      89.193      0.73        8.82           133.920     82.140      129.140   
131072     131072          1572864           1000      291.763     0.45        5.39           329.060     283.540     279.480   
262144     262144          3145728           1000      629.012     0.42        5.00           898.960     618.180     605.260   
524288     524288          6291456           1000      1218.762    0.43        5.16           1290.460    1205.740    1235.160  
1048576    1048576         12582912          1000      2322.900    0.45        5.42           2412.040    2302.020    2314.940  

