the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.157       0.01        0.05           0.300       0.100       0.980     
2          4               16                1000      0.164       0.02        0.10           0.400       0.080       0.640     
4          8               32                1000      0.177       0.05        0.18           0.480       0.100       0.820     
8          16              64                1000      0.181       0.09        0.35           0.320       0.100       1.000     
16         32              128               1000      0.198       0.16        0.65           0.320       0.100       0.500     
32         64              256               1000      0.233       0.27        1.10           0.420       0.140       1.080     
64         128             512               1000      0.290       0.44        1.76           0.540       0.200       0.960     
128        256             1024              1000      0.423       0.60        2.42           0.620       0.320       0.840     
256        512             2048              1000      0.687       0.75        2.98           0.820       0.640       1.180     
512        1024            4096              1000      1.192       0.86        3.43           1.420       1.140       1.680     
1024       2048            8192              1000      2.223       0.92        3.68           2.720       2.160       3.820     
2048       4096            16384             1000      4.314       0.95        3.80           11.380      4.180       7.300     
4096       8192            32768             1000      8.456       0.97        3.88           14.180      8.340       15.280    
8192       16384           65536             1000      16.995      0.96        3.86           155.540     16.540      25.160    
16384      32768           131072            1000      34.347      0.95        3.82           272.780     32.960      65.400    
32768      65536           262144            1000      66.973      0.98        3.91           177.320     65.640      99.240    
65536      131072          524288            1000      209.209     0.63        2.51           337.220     198.460     209.520   
131072     262144          1048576           1000      411.469     0.64        2.55           475.400     401.720     400.840   
262144     524288          2097152           1000      704.628     0.74        2.98           833.620     687.680     675.160   
524288     1048576         4194304           1000      1359.837    0.77        3.08           1600.500    1343.500    1381.960  
1048576    2097152         8388608           1000      2763.094    0.76        3.04           3233.320    2728.440    3037.900  

