the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.128       0.01        0.12           0.280       0.100       0.100     
2          2               32                1000      0.145       0.01        0.22           0.400       0.100       0.740     
4          4               64                1000      0.148       0.03        0.43           0.600       0.120       0.300     
8          8               128               1000      0.111       0.07        1.15           0.300       0.060       0.760     
16         16              256               1000      0.114       0.14        2.25           0.180       0.060       0.300     
32         32              512               1000      0.128       0.25        3.99           0.260       0.080       0.420     
64         64              1024              1000      0.199       0.32        5.13           0.240       0.160       0.360     
128        128             2048              1000      0.228       0.56        8.98           0.320       0.180       0.500     
256        256             4096              1000      0.362       0.71        11.33          0.480       0.320       0.680     
512        512             8192              1000      0.620       0.83        13.22          0.720       0.600       1.040     
1024       1024            16384             1000      1.276       0.80        12.84          95.260      1.160       2.320     
2048       2048            32768             1000      2.287       0.90        14.33          8.740       2.240       4.820     
4096       4096            65536             1000      4.383       0.93        14.95          5.420       4.360       9.560     
8192       8192            131072            1000      8.662       0.95        15.13          25.740      8.560       16.200    
16384      16384           262144            1000      17.151      0.96        15.28          31.580      17.020      36.180    
32768      32768           524288            1000      35.049      0.93        14.96          81.000      33.940      71.080    
65536      65536           1048576           1000      160.332     0.41        6.54           178.500     131.540     120.420   
131072     131072          2097152           1000      243.799     0.54        8.60           295.560     238.100     230.340   
262144     262144          4194304           1000      444.173     0.59        9.44           466.140     437.280     432.920   
524288     524288          8388608           1000      862.647     0.61        9.72           917.400     854.120     856.540   
1048576    1048576         16777216          1000      1954.188    0.54        8.59           1999.960    1938.860    1941.580  

