the current thread cpu affinity is 0xffffffffffffffff, policy is 0, priority is 0
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.191       0.01        0.04           0.320       0.100       0.520     
2          2               16                1000      0.238       0.01        0.07           9.920       0.140       0.780     
4          4               32                1000      0.157       0.03        0.20           0.320       0.080       0.180     
8          8               64                1000      0.167       0.05        0.38           0.340       0.100       0.200     
16         16              128               1000      0.199       0.08        0.64           6.980       0.180       0.320     
32         32              256               1000      0.253       0.13        1.01           0.420       0.220       0.360     
64         64              512               1000      0.382       0.17        1.34           0.620       0.360       0.600     
128        128             1024              1000      0.633       0.20        1.62           1.080       0.580       0.720     
256        256             2048              1000      1.200       0.21        1.71           1.360       1.160       1.180     
512        512             4096              1000      2.194       0.23        1.87           2.340       2.140       2.380     
1024       1024            8192              1000      4.362       0.23        1.88           37.220      4.240       4.400     
2048       2048            16384             1000      8.546       0.24        1.92           15.940      8.360       8.620     
4096       4096            32768             1000      16.714      0.25        1.96           48.860      16.560      16.940    
8192       8192            65536             1000      33.132      0.25        1.98           110.080     32.760      48.380    
16384      16384           131072            1000      65.942      0.25        1.99           130.880     65.260      66.400    
32768      32768           262144            1000      131.825     0.25        1.99           163.000     130.320     137.520   
65536      65536           524288            1000      262.568     0.25        2.00           309.640     260.460     276.720   
131072     131072          1048576           1000      533.490     0.25        1.97           1165.280    524.580     545.460   
262144     262144          2097152           1000      1079.280    0.24        1.94           1284.260    1046.080    1486.180  
524288     524288          4194304           1000      2396.808    0.22        1.75           2513.760    2377.160    2379.640  
1048576    1048576         8388608           1000      4804.979    0.22        1.75           4970.380    4780.180    4789.640  

