the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          7               16                1000      0.281       0.02        0.06           6.620       0.240       2.320     
2          14              32                1000      0.273       0.05        0.12           1.000       0.220       0.980     
4          28              64                1000      0.284       0.10        0.23           0.740       0.240       1.020     
8          56              128               1000      0.294       0.19        0.44           0.700       0.240       0.620     
16         112             256               1000      0.300       0.37        0.85           0.520       0.260       1.260     
32         224             512               1000      0.331       0.68        1.55           0.520       0.300       1.180     
64         448             1024              1000      0.411       1.09        2.49           0.720       0.360       0.860     
128        896             2048              1000      0.549       1.63        3.73           0.900       0.500       1.480     
256        1792            4096              1000      0.988       1.81        4.15           1.400       0.900       1.880     
512        3584            8192              1000      1.627       2.20        5.03           12.280      1.440       3.160     
1024       7168            16384             1000      2.943       2.44        5.57           14.080      2.700       6.520     
2048       14336           32768             1000      5.632       2.55        5.82           137.080     5.160       12.560    
4096       28672           65536             1000      8.358       3.43        7.84           226.800     7.900       20.300    
8192       57344           131072            1000      15.661      3.66        8.37           112.160     15.120      42.460    
16384      114688          262144            1000      32.011      3.58        8.19           235.200     29.420      87.380    
32768      229376          524288            1000      209.518     1.09        2.50           275.340     189.420     218.260   
65536      458752          1048576           1000      411.792     1.11        2.55           476.500     400.980     411.900   
131072     917504          2097152           1000      846.705     1.08        2.48           947.820     835.340     810.160   
262144     1835008         4194304           1000      1562.351    1.17        2.68           1764.340    1541.820    1564.560  
524288     3670016         8388608           1000      3021.566    1.21        2.78           3417.660    2992.520    3016.360  
1048576    7340032         16777216          1000      6448.319    1.14        2.60           7286.260    6402.480    6418.400  

