the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.129       0.01        0.06           0.617       0.125       0.183     
2          2               16                1000      0.133       0.02        0.12           0.563       0.128       0.506     
4          4               32                1000      0.133       0.03        0.24           0.359       0.130       0.744     
8          8               64                1000      0.136       0.06        0.47           0.261       0.133       0.819     
16         16              128               1000      0.138       0.12        0.92           0.594       0.134       0.356     
32         32              256               1000      0.136       0.23        1.88           0.326       0.134       0.501     
64         64              512               1000      0.142       0.45        3.61           0.546       0.138       0.239     
128        128             1024              1000      0.151       0.85        6.79           0.385       0.144       0.375     
256        256             2048              1000      0.166       1.54        12.31          0.464       0.161       0.458     
512        512             4096              1000      0.196       2.61        20.89          0.618       0.191       0.794     
1024       1024            8192              1000      0.264       3.88        31.08          0.608       0.253       0.518     
2048       2048            16384             1000      0.444       4.61        36.89          0.721       0.418       1.000     
4096       4096            32768             1000      0.759       5.40        43.18          1.179       0.718       1.556     
8192       8192            65536             1000      1.261       6.50        51.99          1.673       1.194       2.359     
16384      16384           131072            1000      2.384       6.87        54.99          7.440       2.282       4.102     
32768      32768           262144            1000      5.891       5.56        44.50          9.639       5.422       7.160     
65536      65536           524288            1000      12.189      5.38        43.01          19.995      11.282      15.583    
131072     131072          1048576           1000      23.477      5.58        44.66          43.084      22.000      34.825    
262144     262144          2097152           1000      45.640      5.74        45.95          80.190      43.011      69.455    
524288     524288          4194304           1000      121.714     4.31        34.46          168.635     107.355     159.665   
1048576    1048576         8388608           1000      342.754     3.06        24.47          350.100     313.698     344.554   

