the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.062       0.02        0.06           0.180       0.040       0.140     
2          2               8                 1000      0.080       0.03        0.10           0.180       0.040       0.120     
4          4               16                1000      0.079       0.05        0.20           0.440       0.040       0.360     
8          8               32                1000      0.077       0.10        0.42           0.180       0.040       0.060     
16         16              64                1000      0.080       0.20        0.80           0.180       0.060       0.100     
32         32              128               1000      0.086       0.37        1.48           0.220       0.060       0.260     
64         64              256               1000      0.099       0.65        2.58           0.220       0.080       0.520     
128        128             512               1000      0.125       1.02        4.08           0.260       0.120       0.160     
256        256             1024              1000      0.192       1.33        5.32           0.340       0.180       0.440     
512        512             2048              1000      0.335       1.53        6.11           0.780       0.320       0.460     
1024       1024            4096              1000      0.591       1.73        6.93           1.580       0.580       1.760     
2048       2048            8192              1000      1.107       1.85        7.40           3.620       1.080       3.620     
4096       4096            16384             1000      2.157       1.90        7.59           2.240       2.140       7.460     
8192       8192            32768             1000      4.681       1.75        7.00           450.080     4.180       14.580    
16384      16384           65536             1000      8.331       1.97        7.87           16.060      8.300       29.060    
32768      32768           131072            1000      16.589      1.98        7.90           65.880      16.500      60.320    
65536      65536           262144            1000      33.460      1.96        7.83           179.900     32.900      135.400   
131072     131072          524288            1000      123.538     1.06        4.24           263.800     111.480     298.020   
262144     262144          1048576           1000      627.253     0.42        1.67           758.740     615.340     661.640   
524288     524288          2097152           1000      1600.498    0.33        1.31           1623.040    1580.840    1641.120  
1048576    1048576         4194304           1000      3598.148    0.29        1.17           4192.000    3508.680    3581.740  

