the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.084       0.01        0.19           0.129       0.079       0.369     
2          2               32                1000      0.092       0.02        0.35           0.220       0.085       0.263     
4          4               64                1000      0.086       0.05        0.74           0.127       0.081       0.198     
8          8               128               1000      0.087       0.09        1.48           0.133       0.083       0.359     
16         16              256               1000      0.084       0.19        3.04           0.129       0.079       0.193     
32         32              512               1000      0.089       0.36        5.75           0.149       0.085       0.354     
64         64              1024              1000      0.111       0.58        9.25           10.812      0.097       0.212     
128        128             2048              1000      0.110       1.16        18.58          0.356       0.106       0.273     
256        256             4096              1000      0.140       1.82        29.16          0.184       0.135       0.621     
512        512             8192              1000      0.201       2.55        40.76          0.262       0.192       0.540     
1024       1024            16384             1000      0.351       2.91        46.62          0.580       0.329       0.616     
2048       2048            32768             1000      0.686       2.98        47.75          0.744       0.646       1.320     
4096       4096            65536             1000      1.149       3.56        57.02          1.712       1.098       2.303     
8192       8192            131072            1000      2.195       3.73        59.72          2.991       2.089       4.376     
16384      16384           262144            1000      5.738       2.86        45.69          10.998      5.410       7.304     
32768      32768           524288            1000      11.517      2.85        45.52          15.503      10.789      16.286    
65536      65536           1048576           1000      23.372      2.80        44.86          29.146      22.176      34.611    
131072     131072          2097152           1000      44.971      2.91        46.63          75.896      43.144      62.722    
262144     262144          4194304           1000      134.221     1.95        31.25          153.959     128.426     142.812   
524288     524288          8388608           1000      340.928     1.54        24.61          347.120     319.857     339.350   
1048576    1048576         16777216          1000      590.460     1.78        28.41          610.597     586.105     603.726   

