the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.080       0.01        0.05           0.200       0.040       0.120     
2          2               8                 1000      0.079       0.03        0.10           0.100       0.040       0.320     
4          4               16                1000      0.081       0.05        0.20           0.340       0.040       0.080     
8          8               32                1000      0.098       0.08        0.33           5.460       0.060       0.440     
16         16              64                1000      0.090       0.18        0.71           0.120       0.060       0.140     
32         32              128               1000      0.098       0.33        1.31           0.240       0.080       0.440     
64         64              256               1000      0.115       0.56        2.23           0.280       0.100       0.440     
128        128             512               1000      0.143       0.89        3.57           0.240       0.100       0.300     
256        256             1024              1000      0.209       1.22        4.89           0.280       0.180       0.400     
512        512             2048              1000      0.338       1.51        6.05           0.440       0.320       0.580     
1024       1024            4096              1000      0.622       1.65        6.59           0.840       0.600       0.860     
2048       2048            8192              1000      1.112       1.84        7.36           1.460       1.100       1.720     
4096       4096            16384             1000      2.178       1.88        7.52           2.660       2.160       2.760     
8192       8192            32768             1000      4.297       1.91        7.63           67.200      4.180       10.300    
16384      16384           65536             1000      8.413       1.95        7.79           77.540      8.280       20.000    
32768      32768           131072            1000      16.571      1.98        7.91           34.280      16.480      35.640    
65536      65536           262144            1000      33.282      1.97        7.88           124.000     32.880      73.560    
131072     131072          524288            1000      67.024      1.96        7.82           137.520     65.620      146.760   
262144     262144          1048576           1000      285.886     0.92        3.67           373.920     270.100     235.760   
524288     524288          2097152           1000      478.808     1.09        4.38           500.020     469.280     426.220   
1048576    1048576         4194304           1000      880.941     1.19        4.76           969.940     869.440     881.200   

