the current thread cpu affinity is 0x2, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.073       0.01        0.11           0.093       0.073       0.488     
2          2               16                1000      0.075       0.03        0.21           0.075       0.075       0.176     
4          4               32                1000      0.075       0.05        0.43           0.082       0.075       0.163     
8          8               64                1000      0.075       0.11        0.85           0.083       0.075       0.299     
16         16              128               1000      0.082       0.20        1.56           0.095       0.081       0.126     
32         32              256               1000      0.095       0.34        2.69           0.095       0.094       0.175     
64         64              512               1000      0.120       0.53        4.27           0.121       0.120       0.132     
128        128             1024              1000      0.171       0.75        5.99           0.171       0.171       0.178     
256        256             2048              1000      0.273       0.94        7.50           0.273       0.273       0.302     
512        512             4096              1000      0.477       1.07        8.59           0.477       0.477       0.505     
1024       1024            8192              1000      0.884       1.16        9.27           0.884       0.884       0.890     
2048       2048            16384             1000      1.699       1.21        9.65           1.699       1.698       1.807     
4096       4096            32768             1000      3.375       1.21        9.71           50.364      3.327       3.330     
8192       8192            65536             1000      6.586       1.24        9.95           6.587       6.586       6.708     
16384      16384           131072            1000      13.121      1.25        9.99           20.948      13.105      13.239    
32768      32768           262144            1000      26.173      1.25        10.02          49.752      26.138      26.304    
65536      65536           524288            1000      52.277      1.25        10.03          83.362      52.204      52.225    
131072     131072          1048576           1000      104.397     1.26        10.04          118.061     104.335     104.511   
262144     262144          2097152           1000      209.014     1.25        10.03          336.332     208.596     208.972   
524288     524288          4194304           1000      417.274     1.26        10.05          431.650     417.122     417.359   
1048576    1048576         8388608           1000      835.059     1.26        10.05          939.560     834.169     987.932   

