the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.075       0.01        0.21           0.211       0.073       0.294     
2          2               32                1000      0.075       0.03        0.42           0.289       0.074       0.282     
4          4               64                1000      0.076       0.05        0.84           0.271       0.075       0.111     
8          8               128               1000      0.078       0.10        1.64           0.282       0.077       0.105     
16         16              256               1000      0.081       0.20        3.17           0.295       0.079       0.088     
32         32              512               1000      0.084       0.38        6.07           0.306       0.082       0.478     
64         64              1024              1000      0.093       0.69        11.03          0.482       0.090       0.323     
128        128             2048              1000      0.109       1.18        18.81          0.284       0.107       0.334     
256        256             4096              1000      0.146       1.75        28.00          0.327       0.143       0.550     
512        512             8192              1000      0.219       2.34        37.43          0.591       0.216       0.603     
1024       1024            16384             1000      0.366       2.80        44.72          0.639       0.362       0.588     
2048       2048            32768             1000      0.657       3.12        49.89          0.965       0.653       1.074     
4096       4096            65536             1000      1.241       3.30        52.79          1.813       1.236       1.450     
8192       8192            131072            1000      2.418       3.39        54.21          2.845       2.407       2.808     
16384      16384           262144            1000      4.846       3.38        54.10          12.813      4.759       5.624     
32768      32768           524288            1000      9.659       3.39        54.28          17.465      9.421       10.521    
65536      65536           1048576           1000      19.120      3.43        54.84          25.835      18.790      20.965    
131072     131072          2097152           1000      38.360      3.42        54.67          53.620      37.597      40.677    
262144     262144          4194304           1000      75.545      3.47        55.52          107.806     74.807      86.114    
524288     524288          8388608           1000      180.720     2.90        46.42          305.652     166.221     204.974   
1048576    1048576         16777216          1000      440.486     2.38        38.09          469.300     428.263     454.957   

