the current thread cpu affinity is 0xffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.092       0.01        0.09           0.304       0.089       0.328     
2          2               16                1000      0.106       0.02        0.15           0.131       0.099       0.916     
4          4               32                1000      0.133       0.03        0.24           0.168       0.125       0.669     
8          8               64                1000      0.169       0.05        0.38           0.230       0.163       0.412     
16         16              128               1000      0.267       0.06        0.48           18.903      0.241       0.663     
32         32              256               1000      0.410       0.08        0.62           0.583       0.402       0.649     
64         64              512               1000      0.736       0.09        0.70           1.146       0.721       1.093     
128        128             1024              1000      1.403       0.09        0.73           16.211      1.371       2.267     
256        256             2048              1000      2.690       0.10        0.76           3.179       2.664       4.029     
512        512             4096              1000      5.521       0.09        0.74           6.755       5.492       7.608     
1024       1024            8192              1000      11.740      0.09        0.70           511.627     11.187      14.991    
2048       2048            16384             1000      24.773      0.08        0.66           719.103     23.697      29.144    
4096       4096            32768             1000      51.521      0.08        0.64           201.003     51.070      57.543    
8192       8192            65536             1000      108.180     0.08        0.61           240.177     107.239     113.460   
16384      16384           131072            1000      219.467     0.07        0.60           333.532     218.089     225.166   
32768      32768           262144            1000      440.590     0.07        0.59           472.087     438.638     444.711   
65536      65536           524288            1000      882.455     0.07        0.59           902.739     879.083     886.666   
131072     131072          1048576           1000      1763.712    0.07        0.59           1792.178    1758.185    1782.520  
262144     262144          2097152           1000      3532.864    0.07        0.59           3565.287    3521.399    3578.137  
524288     524288          4194304           1000      7168.852    0.07        0.59           7235.609    7144.499    7176.420  
1048576    1048576         8388608           1000      14362.537   0.07        0.58           14541.030   14327.628   14344.741 

