the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          7               16                1000      0.110       0.06        0.15           0.367       0.102       0.406     
2          14              32                1000      0.116       0.12        0.28           0.339       0.103       0.311     
4          28              64                1000      0.119       0.23        0.54           0.140       0.106       0.289     
8          56              128               1000      0.114       0.49        1.12           0.158       0.104       0.243     
16         112             256               1000      0.119       0.94        2.16           0.343       0.106       0.364     
32         224             512               1000      0.121       1.86        4.24           0.361       0.117       0.146     
64         448             1024              1000      0.131       3.43        7.84           0.220       0.124       0.601     
128        896             2048              1000      0.172       5.22        11.93          0.242       0.165       0.222     
256        1792            4096              1000      0.241       7.44        17.01          0.543       0.234       0.263     
512        3584            8192              1000      0.388       9.24        21.12          0.665       0.380       0.558     
1024       7168            16384             1000      0.686       10.46       23.90          0.985       0.678       0.706     
2048       14336           32768             1000      1.288       11.13       25.44          1.562       1.257       1.456     
4096       28672           65536             1000      2.468       11.62       26.56          8.394       2.445       2.791     
8192       57344           131072            1000      4.830       11.87       27.14          5.131       4.776       5.301     
16384      114688          262144            1000      9.672       11.86       27.10          17.395      9.443       10.785    
32768      229376          524288            1000      19.013      12.06       27.58          28.432      18.782      20.618    
65536      458752          1048576           1000      37.625      12.19       27.87          47.100      37.388      42.231    
131072     917504          2097152           1000      74.944      12.24       27.98          81.652      74.677      84.472    
262144     1835008         4194304           1000      150.699     12.18       27.83          164.910     149.262     179.768   
524288     3670016         8388608           1000      381.140     9.63        22.01          391.911     376.897     386.324   
1048576    7340032         16777216          1000      824.650     8.90        20.34          835.103     819.832     823.722   

