the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.101       0.01        0.08           0.312       0.101       0.361     
2          2               16                1000      0.103       0.02        0.15           0.143       0.102       0.217     
4          4               32                1000      0.104       0.04        0.31           0.522       0.102       0.344     
8          8               64                1000      0.103       0.08        0.62           0.302       0.102       0.251     
16         16              128               1000      0.098       0.16        1.30           0.303       0.087       0.265     
32         32              256               1000      0.104       0.31        2.46           0.109       0.100       0.364     
64         64              512               1000      0.110       0.58        4.63           0.411       0.098       0.253     
128        128             1024              1000      0.124       1.03        8.26           0.375       0.120       0.338     
256        256             2048              1000      0.169       1.51        12.12          0.216       0.152       0.285     
512        512             4096              1000      0.256       2.00        16.01          0.569       0.246       0.568     
1024       1024            8192              1000      0.385       2.66        21.30          0.667       0.370       0.736     
2048       2048            16384             1000      0.693       2.95        23.63          1.047       0.681       1.339     
4096       4096            32768             1000      1.412       2.90        23.20          1.712       1.392       1.907     
8192       8192            65536             1000      2.637       3.11        24.85          3.096       2.605       3.263     
16384      16384           131072            1000      5.112       3.20        25.64          5.531       5.026       6.604     
32768      32768           262144            1000      11.730      2.79        22.35          18.814      11.172      12.059    
65536      65536           524288            1000      23.070      2.84        22.73          28.592      22.084      28.485    
131072     131072          1048576           1000      45.894      2.86        22.85          50.731      44.042      57.941    
262144     262144          2097152           1000      88.037      2.98        23.82          104.935     86.170      109.917   
524288     524288          4194304           1000      225.385     2.33        18.61          247.525     204.903     252.022   
1048576    1048576         8388608           1000      534.130     1.96        15.71          552.614     517.560     532.628   

