the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.104       0.02        0.08           0.143       0.091       0.320     
2          4               16                1000      0.105       0.04        0.15           0.342       0.083       0.414     
4          8               32                1000      0.107       0.07        0.30           0.231       0.087       0.299     
8          16              64                1000      0.113       0.14        0.57           0.340       0.095       0.321     
16         32              128               1000      0.110       0.29        1.16           0.134       0.093       0.277     
32         64              256               1000      0.112       0.57        2.28           0.244       0.093       0.231     
64         128             512               1000      0.104       1.23        4.92           0.388       0.090       0.148     
128        256             1024              1000      0.106       2.42        9.66           0.157       0.101       0.208     
256        512             2048              1000      0.121       4.24        16.97          0.623       0.118       0.341     
512        1024            4096              1000      0.156       6.55        26.18          0.365       0.149       0.255     
1024       2048            8192              1000      0.250       8.20        32.79          0.662       0.237       0.395     
2048       4096            16384             1000      0.395       10.38       41.53          0.991       0.374       0.740     
4096       8192            32768             1000      0.832       9.84        39.37          1.156       0.804       1.135     
8192       16384           65536             1000      1.874       8.74        34.97          2.210       1.780       2.320     
16384      32768           131072            1000      3.883       8.44        33.76          4.820       3.647       4.795     
32768      65536           262144            1000      11.127      5.89        23.56          1119.984    8.263       9.842     
65536      131072          524288            1000      17.643      7.43        29.72          550.825     15.970      22.027    
131072     262144          1048576           1000      34.427      7.61        30.46          45.852      33.291      42.405    
262144     524288          2097152           1000      67.878      7.72        30.90          243.769     66.133      84.970    
524288     1048576         4194304           1000      142.616     7.35        29.41          279.273     133.033     176.812   
1048576    2097152         8388608           1000      390.876     5.37        21.46          447.519     380.683     404.730   

