the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.050       0.02        0.24           0.060       0.040       0.120     
2          2               24                1000      0.051       0.04        0.47           0.060       0.040       0.100     
4          4               48                1000      0.056       0.07        0.86           0.100       0.040       0.320     
8          8               96                1000      0.060       0.13        1.60           0.060       0.060       0.320     
16         16              192               1000      0.060       0.27        3.20           0.080       0.060       0.120     
32         32              384               1000      0.067       0.48        5.77           0.100       0.060       0.200     
64         64              768               1000      0.078       0.82        9.90           0.100       0.060       0.260     
128        128             1536              1000      0.098       1.30        15.60          0.120       0.080       0.400     
256        256             3072              1000      0.141       1.82        21.84          0.160       0.140       0.440     
512        512             6144              1000      0.222       2.30        27.63          0.260       0.220       0.520     
1024       1024            12288             1000      0.410       2.50        29.95          0.460       0.400       1.200     
2048       2048            24576             1000      0.765       2.68        32.11          0.840       0.760       3.340     
4096       4096            49152             1000      1.604       2.55        30.65          1.800       1.580       7.480     
8192       8192            98304             1000      5.532       1.48        17.77          15.920      5.460       15.440    
16384      16384           196608            1000      10.170      1.61        19.33          26.320      9.880       26.320    
32768      32768           393216            1000      24.141      1.36        16.29          42.100      20.700      48.560    
65536      65536           786432            1000      42.693      1.54        18.42          76.820      39.860      133.040   
131072     131072          1572864           1000      96.216      1.36        16.35          180.660     83.360      242.980   
262144     262144          3145728           1000      282.483     0.93        11.14          438.200     252.940     455.720   
524288     524288          6291456           1000      717.924     0.73        8.76           799.280     707.440     826.540   
1048576    1048576         12582912          1000      1870.082    0.56        6.73           1997.520    1854.480    1933.000  

