the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.077       0.03        0.10           0.104       0.077       0.864     
2          4               16                1000      0.078       0.05        0.21           0.091       0.078       0.127     
4          8               32                1000      0.081       0.10        0.39           0.088       0.081       0.142     
8          16              64                1000      0.083       0.19        0.77           0.083       0.082       0.137     
16         32              128               1000      0.089       0.36        1.44           0.090       0.088       0.148     
32         64              256               1000      0.097       0.66        2.64           0.104       0.096       0.321     
64         128             512               1000      0.112       1.14        4.57           0.130       0.111       0.346     
128        256             1024              1000      0.142       1.80        7.21           0.155       0.141       0.313     
256        512             2048              1000      0.202       2.53        10.14          0.220       0.201       0.395     
512        1024            4096              1000      0.322       3.18        12.72          0.338       0.321       0.827     
1024       2048            8192              1000      0.562       3.64        14.58          0.585       0.562       0.850     
2048       4096            16384             1000      1.042       3.93        15.72          1.048       1.042       1.296     
4096       8192            32768             1000      2.019       4.06        16.23          12.589      2.005       2.592     
8192       16384           65536             1000      3.930       4.17        16.68          4.221       3.925       5.486     
16384      32768           131072            1000      7.825       4.19        16.75          16.052      7.773       12.352    
32768      65536           262144            1000      16.624      3.94        15.77          34.494      15.924      23.096    
65536      131072          524288            1000      48.292      2.71        10.86          74.926      45.277      50.967    
131072     262144          1048576           1000      87.127      3.01        12.04          109.906     81.506      98.820    
262144     524288          2097152           1000      196.884     2.66        10.65          258.290     186.542     227.898   
524288     1048576         4194304           1000      380.699     2.75        11.02          486.124     370.353     427.319   
1048576    2097152         8388608           1000      782.622     2.68        10.72          1044.181    759.822     843.102   

