the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.506       0.00        0.03           1.040       0.460       1.220     
2          2               32                1000      0.509       0.00        0.06           0.940       0.460       1.640     
4          4               64                1000      0.511       0.01        0.13           0.840       0.480       1.620     
8          8               128               1000      0.525       0.02        0.24           0.920       0.500       1.020     
16         16              256               1000      0.566       0.03        0.45           11.260      0.520       1.140     
32         32              512               1000      0.598       0.05        0.86           0.800       0.560       1.600     
64         64              1024              1000      0.667       0.10        1.54           1.000       0.600       1.000     
128        128             2048              1000      0.786       0.16        2.61           1.180       0.740       1.700     
256        256             4096              1000      1.058       0.24        3.87           1.300       1.000       1.700     
512        512             8192              1000      1.583       0.32        5.18           2.000       1.520       2.320     
1024       1024            16384             1000      2.636       0.39        6.22           11.000      2.600       4.360     
2048       2048            32768             1000      4.672       0.44        7.01           5.200       4.620       6.860     
4096       4096            65536             1000      8.847       0.46        7.41           15.900      8.760       11.140    
8192       8192            131072            1000      17.079      0.48        7.67           24.940      16.960      24.840    
16384      16384           262144            1000      33.605      0.49        7.80           49.640      33.340      50.700    
32768      32768           524288            1000      68.042      0.48        7.71           120.160     66.140      102.980   
65536      65536           1048576           1000      198.575     0.33        5.28           230.620     187.700     188.480   
131072     131072          2097152           1000      371.089     0.35        5.65           469.680     356.980     351.860   
262144     262144          4194304           1000      646.170     0.41        6.49           710.960     635.680     640.940   
524288     524288          8388608           1000      1111.965    0.47        7.54           1142.920    1105.040    1107.780  
1048576    1048576         16777216          1000      3088.936    0.34        5.43           3261.360    3059.740    3095.740  

