the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.090       0.01        0.09           0.300       0.040       0.140     
2          2               16                1000      0.088       0.02        0.18           0.220       0.060       0.100     
4          4               32                1000      0.091       0.04        0.35           0.260       0.040       0.120     
8          8               64                1000      0.109       0.07        0.59           0.360       0.060       0.300     
16         16              128               1000      0.115       0.14        1.11           0.340       0.060       0.160     
32         32              256               1000      0.123       0.26        2.08           0.280       0.080       0.320     
64         64              512               1000      0.157       0.41        3.25           2.700       0.080       0.300     
128        128             1024              1000      0.190       0.67        5.39           0.660       0.160       0.260     
256        256             2048              1000      0.261       0.98        7.84           0.640       0.220       0.740     
512        512             4096              1000      0.448       1.14        9.15           1.280       0.400       1.200     
1024       1024            8192              1000      0.932       1.10        8.79           2.420       0.860       3.160     
2048       2048            16384             1000      2.401       0.85        6.83           134.740     1.800       5.420     
4096       4096            32768             1000      4.105       1.00        7.98           12.700      3.440       11.420    
8192       8192            65536             1000      7.438       1.10        8.81           16.780      7.140       24.800    
16384      16384           131072            1000      14.562      1.13        9.00           43.600      14.020      47.800    
32768      32768           262144            1000      31.283      1.05        8.38           112.500     28.080      94.300    
65536      65536           524288            1000      256.417     0.26        2.04           293.160     216.960     220.940   
131072     131072          1048576           1000      559.239     0.23        1.88           772.920     543.520     524.860   
262144     262144          2097152           1000      1221.395    0.21        1.72           1693.960    1192.060    1182.600  
524288     524288          4194304           1000      1909.678    0.27        2.20           2155.460    1883.940    1901.160  
1048576    1048576         8388608           1000      4091.300    0.26        2.05           4501.520    4044.040    4086.620  

