the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.076       0.01        0.16           0.080       0.074       0.199     
2          2               24                1000      0.083       0.02        0.29           5.943       0.076       0.123     
4          4               48                1000      0.078       0.05        0.61           0.082       0.077       0.111     
8          8               96                1000      0.076       0.10        1.26           0.130       0.075       0.153     
16         16              192               1000      0.079       0.20        2.42           0.292       0.077       0.124     
32         32              384               1000      0.080       0.40        4.78           0.116       0.077       0.140     
64         64              768               1000      0.085       0.75        9.00           0.136       0.082       0.123     
128        128             1536              1000      0.097       1.32        15.88          0.318       0.093       0.250     
256        256             3072              1000      0.123       2.08        24.95          0.166       0.114       0.182     
512        512             6144              1000      0.181       2.83        33.93          0.405       0.166       0.346     
1024       1024            12288             1000      0.257       3.99        47.87          0.477       0.247       0.285     
2048       2048            24576             1000      0.480       4.26        51.17          0.511       0.463       0.567     
4096       4096            49152             1000      0.944       4.34        52.07          1.143       0.919       1.338     
8192       8192            98304             1000      1.796       4.56        54.72          2.032       1.714       2.515     
16384      16384           196608            1000      3.943       4.16        49.86          4.601       3.612       5.604     
32768      32768           393216            1000      8.634       3.80        45.54          13.226      8.005       10.595    
65536      65536           786432            1000      19.083      3.43        41.21          21.559      17.792      24.957    
131072     131072          1572864           1000      39.682      3.30        39.64          45.970      37.895      53.587    
262144     262144          3145728           1000      82.420      3.18        38.17          97.076      78.454      99.866    
524288     524288          6291456           1000      206.600     2.54        30.45          214.555     196.171     215.780   
1048576    1048576         12582912          1000      459.905     2.28        27.36          472.352     451.849     457.460   

