the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          7               16                1000      0.080       0.09        0.20           0.113       0.077       0.320     
2          14              32                1000      0.080       0.18        0.40           0.131       0.077       0.085     
4          28              64                1000      0.079       0.35        0.81           0.107       0.079       0.107     
8          56              128               1000      0.081       0.69        1.57           0.129       0.080       0.104     
16         112             256               1000      0.086       1.30        2.97           0.115       0.084       0.396     
32         224             512               1000      0.095       2.36        5.39           0.134       0.093       0.236     
64         448             1024              1000      0.113       3.96        9.05           0.190       0.112       0.163     
128        896             2048              1000      0.150       5.99        13.69          0.178       0.148       0.211     
256        1792            4096              1000      0.225       7.97        18.21          0.390       0.221       0.268     
512        3584            8192              1000      0.369       9.71        22.19          0.406       0.366       0.442     
1024       7168            16384             1000      0.663       10.81       24.70          0.702       0.657       0.707     
2048       14336           32768             1000      1.259       11.39       26.04          1.342       1.254       1.305     
4096       28672           65536             1000      2.431       11.80       26.96          8.429       2.412       2.737     
8192       57344           131072            1000      4.773       12.01       27.46          4.896       4.739       4.950     
16384      114688          262144            1000      9.514       12.05       27.55          20.002      9.413       10.144    
32768      229376          524288            1000      18.882      12.15       27.77          24.674      18.742      20.105    
65536      458752          1048576           1000      37.596      12.20       27.89          74.667      37.393      40.432    
131072     917504          2097152           1000      74.968      12.24       27.97          104.154     74.660      84.572    
262144     1835008         4194304           1000      151.425     12.12       27.70          250.707     149.303     179.878   
524288     3670016         8388608           1000      379.657     9.67        22.10          532.821     375.772     384.726   
1048576    7340032         16777216          1000      810.923     9.05        20.69          956.432     804.719     773.937   

