the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.116       0.01        0.03           0.300       0.100       0.160     
2          2               8                 1000      0.116       0.02        0.07           0.340       0.100       0.200     
4          4               16                1000      0.119       0.03        0.13           0.280       0.100       0.340     
8          8               32                1000      0.154       0.05        0.21           0.340       0.120       0.300     
16         16              64                1000      0.188       0.09        0.34           0.380       0.160       0.300     
32         32              128               1000      0.257       0.12        0.50           0.400       0.220       0.520     
64         64              256               1000      0.421       0.15        0.61           0.620       0.400       0.860     
128        128             512               1000      0.740       0.17        0.69           0.900       0.720       0.920     
256        256             1024              1000      1.311       0.20        0.78           1.520       1.260       1.420     
512        512             2048              1000      2.826       0.18        0.72           327.220     2.420       2.740     
1024       1024            4096              1000      4.915       0.21        0.83           11.060      4.840       5.320     
2048       2048            8192              1000      9.547       0.21        0.86           9.860       9.340       9.560     
4096       4096            16384             1000      19.098      0.21        0.86           182.940     18.580      18.500    
8192       8192            32768             1000      36.111      0.23        0.91           99.960      35.340      36.300    
16384      16384           65536             1000      71.450      0.23        0.92           219.380     70.100      71.340    
32768      32768           131072            1000      142.491     0.23        0.92           195.840     139.980     145.860   
65536      65536           262144            1000      284.749     0.23        0.92           308.100     280.860     290.220   
131072     131072          524288            1000      570.771     0.23        0.92           625.360     565.000     575.380   
262144     262144          1048576           1000      1159.246    0.23        0.90           1183.220    1133.820    1146.920  
524288     524288          2097152           1000      2277.819    0.23        0.92           2298.520    2256.140    2284.220  
1048576    1048576         4194304           1000      4555.336    0.23        0.92           4721.880    4531.680    4617.800  

