the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.138       0.01        0.09           0.280       0.080       0.440     
2          2               24                1000      0.157       0.01        0.15           0.540       0.120       0.420     
4          4               48                1000      0.159       0.03        0.30           7.700       0.100       0.700     
8          8               96                1000      0.112       0.07        0.86           0.280       0.040       0.340     
16         16              192               1000      0.128       0.13        1.51           0.280       0.060       0.140     
32         32              384               1000      0.116       0.28        3.31           0.260       0.060       0.140     
64         64              768               1000      0.144       0.45        5.34           0.360       0.080       0.160     
128        128             1536              1000      0.171       0.75        8.99           0.300       0.120       0.260     
256        256             3072              1000      0.265       0.97        11.59          0.440       0.200       0.380     
512        512             6144              1000      0.388       1.32        15.83          0.680       0.320       0.900     
1024       1024            12288             1000      0.593       1.73        20.74          1.260       0.520       1.340     
2048       2048            24576             1000      1.213       1.69        20.26          2.220       1.140       2.760     
4096       4096            49152             1000      2.574       1.59        19.09          3.360       2.520       6.160     
8192       8192            98304             1000      5.611       1.46        17.52          108.280     5.240       14.000    
16384      16384           196608            1000      10.887      1.50        18.06          41.120      10.180      32.420    
32768      32768           393216            1000      21.884      1.50        17.97          53.120      20.100      70.080    
65536      65536           786432            1000      68.018      0.96        11.56          133.000     62.240      127.120   
131072     131072          1572864           1000      253.574     0.52        6.20           298.420     244.240     239.120   
262144     262144          3145728           1000      507.517     0.52        6.20           558.480     496.000     467.340   
524288     524288          6291456           1000      875.643     0.60        7.18           935.860     859.440     860.800   
1048576    1048576         12582912          1000      2293.455    0.46        5.49           2387.540    2226.440    2212.200  

