the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.091       0.01        0.13           0.095       0.087       0.136     
2          2               24                1000      0.096       0.02        0.25           0.126       0.091       0.123     
4          4               48                1000      0.107       0.04        0.45           0.131       0.101       0.115     
8          8               96                1000      0.125       0.06        0.77           0.365       0.118       0.183     
16         16              192               1000      0.161       0.10        1.20           0.170       0.154       0.228     
32         32              384               1000      0.232       0.14        1.65           0.237       0.225       0.245     
64         64              768               1000      0.374       0.17        2.06           0.605       0.367       0.387     
128        128             1536              1000      0.661       0.19        2.32           0.898       0.652       0.740     
256        256             3072              1000      1.234       0.21        2.49           1.325       1.223       1.590     
512        512             6144              1000      2.399       0.21        2.56           2.679       2.380       2.463     
1024       1024            12288             1000      4.734       0.22        2.60           10.156      4.707       4.781     
2048       2048            24576             1000      9.378       0.22        2.62           15.468      9.309       10.114    
4096       4096            49152             1000      19.245      0.21        2.55           25.222      18.650      18.908    
8192       8192            98304             1000      37.329      0.22        2.63           43.864      36.956      40.116    
16384      16384           196608            1000      74.972      0.22        2.62           82.122      73.977      75.121    
32768      32768           393216            1000      159.156     0.21        2.47           205.352     148.144     148.868   
65536      65536           786432            1000      321.844     0.20        2.44           412.733     296.203     312.058   
131072     131072          1572864           1000      674.125     0.19        2.33           1315.782    591.349     603.908   
262144     262144          3145728           1000      1247.554    0.21        2.52           2374.475    1151.966    1188.227  
524288     524288          6291456           1000      2786.723    0.19        2.26           6817.090    2338.978    2381.591  
1048576    1048576         12582912          1000      10374.355   0.10        1.21           12694.926   6321.822    7423.119  

