the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.075       0.01        0.05           0.192       0.074       0.271     
2          2               8                 1000      0.076       0.03        0.11           0.102       0.075       0.294     
4          4               16                1000      0.075       0.05        0.21           0.121       0.074       0.728     
8          8               32                1000      0.077       0.10        0.42           0.110       0.076       0.237     
16         16              64                1000      0.077       0.21        0.83           0.117       0.076       0.611     
32         32              128               1000      0.076       0.42        1.68           0.111       0.075       0.146     
64         64              256               1000      0.078       0.82        3.28           0.142       0.077       0.627     
128        128             512               1000      0.085       1.51        6.05           0.146       0.084       0.136     
256        256             1024              1000      0.100       2.57        10.28          0.162       0.098       0.454     
512        512             2048              1000      0.128       3.99        15.94          0.316       0.127       0.351     
1024       1024            4096              1000      0.187       5.48        21.90          0.366       0.186       0.365     
2048       2048            8192              1000      0.303       6.77        27.07          0.352       0.302       0.570     
4096       4096            16384             1000      0.537       7.63        30.53          0.592       0.534       1.455     
8192       8192            32768             1000      1.034       7.92        31.69          1.151       1.022       1.806     
16384      16384           65536             1000      1.964       8.34        33.36          2.105       1.955       3.638     
32768      32768           131072            1000      3.863       8.48        33.93          19.018      3.820       6.872     
65536      65536           262144            1000      7.973       8.22        32.88          10.363      7.645       13.533    
131072     131072          524288            1000      18.259      7.18        28.71          741.363     16.446      27.428    
262144     262144          1048576           1000      43.730      5.99        23.98          58.062      42.312      53.981    
524288     524288          2097152           1000      110.185     4.76        19.03          489.620     98.011      116.656   
1048576    1048576         4194304           1000      241.751     4.34        17.35          494.032     222.621     247.971   

