the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.414       0.00        0.04           0.680       0.360       0.700     
2          2               32                1000      0.439       0.00        0.07           0.720       0.400       0.900     
4          4               64                1000      0.425       0.01        0.15           0.600       0.380       0.900     
8          8               128               1000      0.444       0.02        0.29           0.600       0.400       0.960     
16         16              256               1000      0.456       0.04        0.56           0.680       0.400       0.880     
32         32              512               1000      0.501       0.06        1.02           0.780       0.440       1.220     
64         64              1024              1000      0.598       0.11        1.71           8.460       0.500       1.040     
128        128             2048              1000      0.738       0.17        2.77           1.040       0.680       1.140     
256        256             4096              1000      1.092       0.23        3.75           1.480       1.040       1.680     
512        512             8192              1000      1.771       0.29        4.62           10.540      1.680       2.020     
1024       1024            16384             1000      3.060       0.33        5.35           3.720       2.960       3.800     
2048       2048            32768             1000      5.838       0.35        5.61           14.160      5.560       6.080     
4096       4096            65536             1000      10.998      0.37        5.96           18.840      10.600      11.540    
8192       8192            131072            1000      21.279      0.38        6.16           29.360      20.640      22.080    
16384      16384           262144            1000      41.189      0.40        6.36           49.040      40.660      42.540    
32768      32768           524288            1000      82.510      0.40        6.35           90.300      81.320      93.040    
65536      65536           1048576           1000      161.661     0.41        6.49           171.240     160.640     179.240   
131072     131072          2097152           1000      342.324     0.38        6.13           362.820     333.120     343.340   
262144     262144          4194304           1000      674.948     0.39        6.21           696.680     670.960     671.880   
524288     524288          8388608           1000      1349.860    0.39        6.21           1367.220    1343.020    1359.280  
1048576    1048576         16777216          1000      2674.810    0.39        6.27           2687.140    2641.540    2683.980  

