the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.403       0.00        0.02           0.860       0.360       1.420     
2          4               16                1000      0.423       0.01        0.04           10.300      0.360       1.140     
4          8               32                1000      0.409       0.02        0.08           0.580       0.360       0.660     
8          16              64                1000      0.416       0.04        0.15           0.600       0.360       0.940     
16         32              128               1000      0.427       0.07        0.30           0.860       0.380       2.140     
32         64              256               1000      0.452       0.14        0.57           0.740       0.400       1.140     
64         128             512               1000      0.521       0.25        0.98           0.680       0.480       1.200     
128        256             1024              1000      0.649       0.39        1.58           0.960       0.600       1.020     
256        512             2048              1000      0.916       0.56        2.24           1.360       0.860       1.900     
512        1024            4096              1000      1.442       0.71        2.84           1.840       1.380       2.240     
1024       2048            8192              1000      2.467       0.83        3.32           3.400       2.420       3.540     
2048       4096            16384             1000      4.582       0.89        3.58           12.740      4.500       6.000     
4096       8192            32768             1000      8.722       0.94        3.76           17.760      8.620       13.000    
8192       16384           65536             1000      17.067      0.96        3.84           28.740      16.800      28.680    
16384      32768           131072            1000      33.733      0.97        3.89           47.560      33.220      49.900    
32768      65536           262144            1000      68.361      0.96        3.83           128.500     65.960      95.760    
65536      131072          524288            1000      263.679     0.50        1.99           349.620     246.420     252.640   
131072     262144          1048576           1000      493.127     0.53        2.13           517.580     484.360     492.380   
262144     524288          2097152           1000      1053.390    0.50        1.99           1307.800    1039.520    1032.760  
524288     1048576         4194304           1000      2133.714    0.49        1.97           2267.060    2112.380    2118.500  
1048576    2097152         8388608           1000      3447.520    0.61        2.43           4091.340    3077.720    3121.000  

