the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.076       0.08        0.31           0.316       0.076       0.226     
2          12              48                1000      0.081       0.15        0.59           0.110       0.079       0.429     
4          24              96                1000      0.076       0.32        1.26           0.300       0.075       0.161     
8          48              192               1000      0.079       0.61        2.44           0.143       0.076       0.435     
16         96              384               1000      0.081       1.19        4.76           0.107       0.080       0.129     
32         192             768               1000      0.092       2.10        8.39           0.133       0.089       0.140     
64         384             1536              1000      0.116       3.30        13.19          0.534       0.108       0.161     
128        768             3072              1000      0.145       5.29        21.17          0.167       0.142       0.223     
256        1536            6144              1000      0.216       7.10        28.40          0.361       0.212       0.295     
512        3072            12288             1000      0.358       8.58        34.31          0.567       0.354       0.415     
1024       6144            24576             1000      0.670       9.18        36.70          15.140      0.643       0.782     
2048       12288           49152             1000      1.230       9.99        39.98          1.365       1.202       1.410     
4096       24576           98304             1000      2.403       10.23       40.92          2.763       2.338       2.513     
8192       49152           196608            1000      4.737       10.38       41.50          10.064      4.608       4.880     
16384      98304           393216            1000      9.330       10.54       42.14          18.182      9.093       9.551     
32768      196608          786432            1000      18.798      10.46       41.84          49.569      18.135      19.038    
65536      393216          1572864           1000      37.372      10.52       42.09          96.294      36.174      39.430    
131072     786432          3145728           1000      74.563      10.55       42.19          107.914     72.301      77.722    
262144     1572864         6291456           1000      149.298     10.54       42.14          190.654     144.791     160.153   
524288     3145728         12582912          1000      323.838     9.71        38.86          387.178     315.856     326.730   
1048576    6291456         25165824          1000      656.142     9.59        38.35          771.846     647.099     662.191   

