the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          7               16                1000      0.139       0.05        0.12           0.600       0.040       0.140     
2          14              32                1000      0.143       0.10        0.22           0.680       0.060       0.780     
4          28              64                1000      0.138       0.20        0.46           0.560       0.060       0.940     
8          56              128               1000      0.146       0.38        0.88           0.420       0.060       0.560     
16         112             256               1000      0.146       0.77        1.75           0.380       0.060       0.520     
32         224             512               1000      0.161       1.39        3.19           0.640       0.100       0.540     
64         448             1024              1000      0.275       1.63        3.73           0.600       0.200       0.960     
128        896             2048              1000      0.339       2.64        6.04           0.720       0.280       1.160     
256        1792            4096              1000      0.478       3.75        8.57           0.740       0.420       1.220     
512        3584            8192              1000      0.922       3.89        8.89           1.180       0.820       2.460     
1024       7168            16384             1000      1.407       5.09        11.64          13.640      1.320       3.840     
2048       14336           32768             1000      2.628       5.45        12.47          9.720       2.540       8.420     
4096       28672           65536             1000      5.034       5.70        13.02          5.540       4.940       12.400    
8192       57344           131072            1000      9.627       5.96        13.61          18.860      9.520       23.360    
16384      114688          262144            1000      19.041      6.02        13.77          26.780      18.800      55.160    
32768      229376          524288            1000      37.983      6.04        13.80          146.580     37.240      118.340   
65536      458752          1048576           1000      120.132     3.82        8.73           191.480     108.060     187.660   
131072     917504          2097152           1000      370.738     2.47        5.66           415.460     360.380     349.060   
262144     1835008         4194304           1000      741.654     2.47        5.66           785.400     729.480     760.320   
524288     3670016         8388608           1000      1529.929    2.40        5.48           1638.620    1512.620    1487.640  
1048576    7340032         16777216          1000      2885.535    2.54        5.81           2980.080    2854.020    2902.820  

