the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.196       0.03        0.12           0.520       0.160       0.820     
4          24              96                1000      0.220       0.11        0.44           0.540       0.180       0.960     
16         96              384               1000      0.179       0.54        2.15           0.800       0.140       0.660     
64         384             1536              1000      0.216       1.77        7.10           0.660       0.160       1.020     
256        1536            6144              1000      0.328       4.68        18.71          0.500       0.300       1.040     
1024       6144            24576             1000      0.905       6.79        27.15          1.400       0.860       2.700     
4096       24576           98304             1000      3.827       6.42        25.69          83.580      3.660       13.780    
16384      98304           393216            1000      16.366      6.01        24.03          22.420      16.160      59.940    
65536      393216          1572864           1000      73.399      5.36        21.43          175.620     68.320      251.740   
262144     1572864         6291456           1000      1083.908    1.45        5.80           1192.240    1065.040    1115.440  
1048576    6291456         25165824          1000      5695.514    1.10        4.42           5889.260    5655.020    5689.240  

