the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.180       0.03        0.13           0.420       0.120       0.300     
2          12              48                1000      0.207       0.06        0.23           0.480       0.120       0.380     
4          24              96                1000      0.307       0.08        0.31           0.500       0.240       0.540     
8          48              192               1000      0.418       0.11        0.46           0.600       0.340       0.900     
16         96              384               1000      0.583       0.16        0.66           0.800       0.500       1.020     
32         192             768               1000      0.884       0.22        0.87           1.140       0.820       1.660     
64         384             1536              1000      1.560       0.25        0.98           2.100       1.460       3.380     
128        768             3072              1000      2.882       0.27        1.07           7.920       2.800       6.260     
256        1536            6144              1000      5.448       0.28        1.13           12.580      5.320       11.160    
512        3072            12288             1000      10.903      0.28        1.13           19.860      10.640      22.920    
1024       6144            24576             1000      29.944      0.21        0.82           37.860      28.360      44.020    
2048       12288           49152             1000      74.169      0.17        0.66           86.680      71.140      86.140    
4096       24576           98304             1000      163.645     0.15        0.60           177.120     155.100     177.460   
8192       49152           196608            1000      332.099     0.15        0.59           368.140     318.500     366.360   
16384      98304           393216            1000      671.030     0.15        0.59           756.960     647.540     720.880   
32768      196608          786432            1000      1425.804    0.14        0.55           1605.320    1330.000    1356.920  
65536      393216          1572864           1000      2703.268    0.15        0.58           2817.900    2644.760    2701.520  
131072     786432          3145728           1000      5413.826    0.15        0.58           5752.980    5327.660    5394.060  
262144     1572864         6291456           1000      10816.448   0.15        0.58           11343.780   10696.620   10842.420 
524288     3145728         12582912          1000      21615.040   0.15        0.58           22311.460   21477.920   21616.120 
1048576    6291456         25165824          1000      43296.961   0.15        0.58           45142.740   42994.840   43554.600 

