the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.261       0.00        0.02           0.460       0.220       0.740     
2          2               8                 1000      0.269       0.01        0.03           0.460       0.220       0.700     
4          4               16                1000      0.271       0.01        0.06           0.600       0.260       0.500     
8          8               32                1000      0.275       0.03        0.12           0.440       0.240       0.480     
16         16              64                1000      0.283       0.06        0.23           0.560       0.240       0.460     
32         32              128               1000      0.298       0.11        0.43           0.740       0.260       0.320     
64         64              256               1000      0.376       0.17        0.68           0.840       0.320       0.680     
128        128             512               1000      0.505       0.25        1.01           0.820       0.480       0.780     
256        256             1024              1000      0.762       0.34        1.34           1.040       0.720       0.940     
512        512             2048              1000      1.274       0.40        1.61           1.460       1.240       1.800     
1024       1024            4096              1000      2.333       0.44        1.76           10.380      2.260       2.540     
2048       2048            8192              1000      4.400       0.47        1.86           11.680      4.380       4.640     
4096       4096            16384             1000      8.532       0.48        1.92           16.440      8.480       12.360    
8192       8192            32768             1000      16.755      0.49        1.96           27.760      16.660      25.740    
16384      16384           65536             1000      33.164      0.49        1.98           41.400      33.000      47.720    
32768      32768           131072            1000      66.082      0.50        1.98           81.940      65.800      91.260    
65536      65536           262144            1000      132.274     0.50        1.98           165.940     131.360     177.060   
131072     131072          524288            1000      326.514     0.40        1.61           361.180     317.480     293.940   
262144     262144          1048576           1000      565.221     0.46        1.86           586.400     555.840     553.440   
524288     524288          2097152           1000      1108.886    0.47        1.89           1131.520    1101.460    1104.560  
1048576    1048576         4194304           1000      2210.292    0.47        1.90           2228.020    2198.180    2201.240  

