the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               4                 1000      0.084       0.02        0.05           0.280       0.040       0.300     
2          4               8                 1000      0.087       0.05        0.09           0.280       0.060       0.500     
4          8               16                1000      0.092       0.09        0.17           0.260       0.080       0.460     
8          16              32                1000      0.102       0.16        0.31           0.260       0.080       0.640     
16         32              64                1000      0.107       0.30        0.60           0.200       0.060       0.780     
32         64              128               1000      0.098       0.65        1.30           0.260       0.060       0.440     
64         128             256               1000      0.127       1.01        2.02           0.440       0.100       0.460     
128        256             512               1000      0.155       1.66        3.31           0.300       0.140       0.400     
256        512             1024              1000      0.190       2.69        5.39           0.380       0.180       0.860     
512        1024            2048              1000      0.359       2.86        5.71           0.580       0.340       1.000     
1024       2048            4096              1000      0.478       4.29        8.58           0.840       0.460       1.240     
2048       4096            8192              1000      0.824       4.97        9.95           1.000       0.800       2.120     
4096       8192            16384             1000      1.520       5.39        10.78          1.720       1.440       3.620     
8192       16384           32768             1000      2.879       5.69        11.38          4.140       2.780       12.120    
16384      32768           65536             1000      5.590       5.86        11.72          69.880      5.320       22.100    
32768      65536           131072            1000      10.921      6.00        12.00          71.500      10.540      38.820    
65536      131072          262144            1000      21.743      6.03        12.06          96.820      21.140      57.140    
131072     262144          524288            1000      43.428      6.04        12.07          135.220     42.380      116.580   
262144     524288          1048576           1000      144.889     3.62        7.24           201.020     136.420     215.360   
524288     1048576         2097152           1000      467.993     2.24        4.48           492.220     455.980     415.160   
1048576    2097152         4194304           1000      876.536     2.39        4.79           956.140     864.260     832.120   

