the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.050       0.02        0.16           0.080       0.040       0.080     
2          2               16                1000      0.052       0.04        0.31           0.080       0.040       0.260     
4          4               32                1000      0.054       0.07        0.60           0.080       0.040       0.400     
8          8               64                1000      0.054       0.15        1.18           0.080       0.040       0.120     
16         16              128               1000      0.053       0.30        2.39           0.060       0.040       0.060     
32         32              256               1000      0.059       0.55        4.37           0.080       0.040       0.080     
64         64              512               1000      0.068       0.94        7.52           0.100       0.060       0.120     
128        128             1024              1000      0.090       1.42        11.37          0.120       0.080       0.140     
256        256             2048              1000      0.134       1.92        15.34          0.140       0.120       0.520     
512        512             4096              1000      0.216       2.37        18.96          0.240       0.200       0.500     
1024       1024            8192              1000      0.381       2.69        21.50          0.400       0.380       1.060     
2048       2048            16384             1000      0.729       2.81        22.48          0.760       0.720       2.140     
4096       4096            32768             1000      1.426       2.87        22.98          22.860      1.400       3.960     
8192       8192            65536             1000      2.804       2.92        23.37          12.100      2.780       8.320     
16384      16384           131072            1000      6.536       2.51        20.06          23.180      6.360       16.520    
32768      32768           262144            1000      12.323      2.66        21.27          23.340      12.080      26.720    
65536      65536           524288            1000      25.290      2.59        20.73          35.060      24.540      56.860    
131072     131072          1048576           1000      50.474      2.60        20.77          98.900      48.280      111.520   
262144     262144          2097152           1000      120.021     2.18        17.47          303.280     100.500     315.520   
524288     524288          4194304           1000      425.054     1.23        9.87           632.720     394.840     554.400   
1048576    1048576         8388608           1000      933.289     1.12        8.99           982.400     922.820     1014.260  

