the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          4               16                1000      0.072       0.06        0.22           0.078       0.071       0.760     
2          8               32                1000      0.074       0.11        0.43           0.080       0.074       0.157     
4          16              64                1000      0.075       0.21        0.85           0.078       0.075       0.134     
8          32              128               1000      0.077       0.42        1.66           0.079       0.076       0.126     
16         64              256               1000      0.080       0.80        3.20           0.082       0.079       0.279     
32         128             512               1000      0.089       1.44        5.75           0.095       0.089       0.143     
64         256             1024              1000      0.111       2.31        9.22           0.113       0.111       0.167     
128        512             2048              1000      0.147       3.48        13.93          0.154       0.146       0.362     
256        1024            4096              1000      0.224       4.58        18.31          0.230       0.223       0.280     
512        2048            8192              1000      0.377       5.43        21.73          0.383       0.377       0.453     
1024       4096            16384             1000      0.686       5.97        23.88          0.691       0.685       0.753     
2048       8192            32768             1000      1.304       6.28        25.13          1.315       1.303       1.361     
4096       16384           65536             1000      2.541       6.45        25.79          2.550       2.536       2.613     
8192       32768           131072            1000      5.050       6.49        25.95          13.055      5.031       5.788     
16384      65536           262144            1000      9.988       6.56        26.25          17.003      9.963       10.490    
32768      131072          524288            1000      20.521      6.39        25.55          29.486      20.114      24.007    
65536      262144          1048576           1000      41.485      6.32        25.28          54.249      40.759      41.295    
131072     524288          2097152           1000      84.062      6.24        24.95          98.376      82.411      84.851    
262144     1048576         4194304           1000      169.244     6.20        24.78          200.194     165.970     168.903   
524288     2097152         8388608           1000      344.120     6.09        24.38          411.332     337.153     343.789   
1048576    4194304         16777216          1000      700.350     5.99        23.96          821.557     686.737     698.077   

