the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          4               16                1000      0.074       0.05        0.22           0.076       0.073       0.108     
2          8               32                1000      0.075       0.11        0.43           0.078       0.074       0.128     
4          16              64                1000      0.076       0.21        0.84           0.078       0.076       0.084     
8          32              128               1000      0.079       0.41        1.62           0.304       0.078       0.130     
16         64              256               1000      0.087       0.74        2.95           0.115       0.085       0.128     
32         128             512               1000      0.100       1.28        5.13           0.306       0.098       0.150     
64         256             1024              1000      0.126       2.03        8.12           0.158       0.123       0.181     
128        512             2048              1000      0.177       2.90        11.60          0.199       0.174       0.206     
256        1024            4096              1000      0.280       3.66        14.64          0.540       0.276       0.338     
512        2048            8192              1000      0.482       4.25        16.99          0.512       0.480       0.535     
1024       4096            16384             1000      0.898       4.56        18.24          0.930       0.891       0.984     
2048       8192            32768             1000      1.725       4.75        19.00          1.966       1.714       1.782     
4096       16384           65536             1000      3.362       4.87        19.49          3.487       3.344       3.432     
8192       32768           131072            1000      6.680       4.91        19.62          10.833      6.623       6.975     
16384      65536           262144            1000      13.212      4.96        19.84          17.779      13.149      13.366    
32768      131072          524288            1000      26.336      4.98        19.91          32.964      26.195      26.635    
65536      262144          1048576           1000      52.391      5.00        20.01          57.974      52.274      52.817    
131072     524288          2097152           1000      104.535     5.02        20.06          110.075     104.382     105.613   
262144     1048576         4194304           1000      208.988     5.02        20.07          218.762     208.686     211.767   
524288     2097152         8388608           1000      427.379     4.91        19.63          436.872     425.285     428.360   
1048576    4194304         16777216          1000      867.235     4.84        19.35          877.289     864.072     866.096   

