the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.077       0.01        0.05           0.500       0.040       0.480     
2          2               8                 1000      0.096       0.02        0.08           0.300       0.040       0.580     
4          4               16                1000      0.101       0.04        0.16           0.540       0.060       0.720     
8          8               32                1000      0.121       0.07        0.26           0.200       0.040       0.560     
16         16              64                1000      0.088       0.18        0.73           0.660       0.040       0.680     
32         32              128               1000      0.088       0.36        1.45           0.260       0.060       0.380     
64         64              256               1000      0.112       0.57        2.29           0.580       0.080       0.280     
128        128             512               1000      0.145       0.89        3.54           0.760       0.100       0.640     
256        256             1024              1000      0.205       1.25        4.99           0.400       0.160       0.800     
512        512             2048              1000      0.333       1.54        6.16           0.640       0.300       1.180     
1024       1024            4096              1000      0.596       1.72        6.87           5.680       0.580       2.160     
2048       2048            8192              1000      1.123       1.82        7.29           2.840       1.060       3.920     
4096       4096            16384             1000      2.174       1.88        7.54           10.180      2.140       7.100     
8192       8192            32768             1000      4.217       1.94        7.77           12.700      4.180       13.560    
16384      16384           65536             1000      8.502       1.93        7.71           187.200     8.280       32.620    
32768      32768           131072            1000      16.955      1.93        7.73           167.060     16.500      64.180    
65536      65536           262144            1000      33.441      1.96        7.84           166.420     32.900      170.420   
131072     131072          524288            1000      129.994     1.01        4.03           250.660     118.980     347.040   
262144     262144          1048576           1000      674.162     0.39        1.56           715.360     661.140     731.260   
524288     524288          2097152           1000      1635.288    0.32        1.28           1673.220    1598.220    1626.660  
1048576    1048576         4194304           1000      3705.764    0.28        1.13           3804.820    3619.320    3742.220  

