the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.090       0.01        0.04           0.240       0.040       0.060     
2          2               8                 1000      0.097       0.02        0.08           0.400       0.040       0.180     
4          4               16                1000      0.118       0.03        0.14           0.260       0.080       0.600     
8          8               32                1000      0.126       0.06        0.25           0.380       0.080       0.480     
16         16              64                1000      0.144       0.11        0.44           0.480       0.100       0.480     
32         32              128               1000      0.185       0.17        0.69           0.340       0.140       0.420     
64         64              256               1000      0.230       0.28        1.11           0.440       0.180       0.480     
128        128             512               1000      0.286       0.45        1.79           0.620       0.240       0.480     
256        256             1024              1000      0.466       0.55        2.20           0.720       0.440       0.940     
512        512             2048              1000      0.742       0.69        2.76           1.300       0.720       0.960     
1024       1024            4096              1000      1.369       0.75        2.99           1.820       1.340       1.720     
2048       2048            8192              1000      2.524       0.81        3.25           12.960      2.480       2.940     
4096       4096            16384             1000      4.814       0.85        3.40           11.260      4.760       5.160     
8192       8192            32768             1000      9.488       0.86        3.45           19.540      9.420       10.680    
16384      16384           65536             1000      18.755      0.87        3.49           29.460      18.660      19.460    
32768      32768           131072            1000      37.628      0.87        3.48           142.340     37.080      39.080    
65536      65536           262144            1000      74.694      0.88        3.51           131.520     74.060      77.680    
131072     131072          524288            1000      150.307     0.87        3.49           234.940     148.000     155.020   
262144     262144          1048576           1000      474.505     0.55        2.21           653.260     436.660     325.240   
524288     524288          2097152           1000      646.414     0.81        3.24           874.840     635.900     645.840   
1048576    1048576         4194304           1000      1253.948    0.84        3.34           1302.640    1245.300    1241.240  

