the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.127       0.01        0.13           0.480       0.040       0.240     
2          2               32                1000      0.135       0.01        0.24           0.300       0.060       0.380     
4          4               64                1000      0.139       0.03        0.46           0.280       0.060       0.500     
8          8               128               1000      0.151       0.05        0.85           0.500       0.080       0.720     
16         16              256               1000      0.149       0.11        1.72           0.600       0.100       0.740     
32         32              512               1000      0.185       0.17        2.77           0.340       0.080       0.440     
64         64              1024              1000      0.173       0.37        5.93           0.300       0.100       0.580     
128        128             2048              1000      0.579       0.22        3.54           6.920       0.420       1.120     
256        256             4096              1000      0.675       0.38        6.07           0.820       0.320       0.880     
512        512             8192              1000      0.878       0.58        9.34           1.020       0.720       1.140     
1024       1024            16384             1000      0.914       1.12        17.93          52.660      0.760       2.240     
2048       2048            32768             1000      2.049       1.00        16.00          2.300       1.700       3.420     
4096       4096            65536             1000      3.690       1.11        17.76          67.600      3.460       11.440    
8192       8192            131072            1000      6.551       1.25        20.01          12.680      6.400       21.300    
16384      16384           262144            1000      12.859      1.27        20.39          53.180      12.300      42.600    
32768      32768           524288            1000      27.808      1.18        18.85          84.660      24.460      87.620    
65536      65536           1048576           1000      136.639     0.48        7.67           158.220     113.580     118.760   
131072     131072          2097152           1000      314.454     0.42        6.67           339.320     307.080     258.760   
262144     262144          4194304           1000      561.271     0.47        7.47           625.160     548.440     512.840   
524288     524288          8388608           1000      961.784     0.55        8.72           1046.080    949.440     950.060   
1048576    1048576         16777216          1000      1882.905    0.56        8.91           1944.960    1866.120    1874.880  

