the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.104       0.02        0.08           0.140       0.100       0.417     
2          4               16                1000      0.105       0.04        0.15           0.163       0.102       0.114     
4          8               32                1000      0.104       0.08        0.31           0.147       0.101       0.132     
8          16              64                1000      0.108       0.15        0.60           0.150       0.104       0.132     
16         32              128               1000      0.111       0.29        1.15           0.155       0.107       0.234     
32         64              256               1000      0.117       0.55        2.19           0.196       0.115       0.215     
64         128             512               1000      0.140       0.91        3.65           0.263       0.137       0.194     
128        256             1024              1000      0.184       1.39        5.57           0.357       0.178       0.218     
256        512             2048              1000      0.277       1.85        7.40           0.603       0.268       0.470     
512        1024            4096              1000      0.449       2.28        9.11           0.534       0.443       0.592     
1024       2048            8192              1000      0.799       2.56        10.25          0.970       0.792       1.461     
2048       4096            16384             1000      1.540       2.66        10.64          2.152       1.509       2.163     
4096       8192            32768             1000      3.284       2.49        9.98           4.085       2.917       4.243     
8192       16384           65536             1000      7.038       2.33        9.31           8.074       5.777       9.695     
16384      32768           131072            1000      18.767      1.75        6.98           25.746      14.752      25.067    
32768      65536           262144            1000      44.648      1.47        5.87           55.025      40.993      47.905    
65536      131072          524288            1000      92.047      1.42        5.70           102.187     89.400      94.994    
131072     262144          1048576           1000      182.743     1.43        5.74           197.250     181.317     184.671   
262144     524288          2097152           1000      371.960     1.41        5.64           410.705     370.632     375.241   
524288     1048576         4194304           1000      758.181     1.38        5.53           776.241     755.716     770.582   
1048576    2097152         8388608           1000      890.344     2.36        9.42           906.745     878.180     897.111   

