the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.074       0.01        0.16           0.078       0.073       0.288     
2          2               24                1000      0.077       0.03        0.31           0.084       0.074       0.187     
4          4               48                1000      0.080       0.05        0.60           0.118       0.076       0.173     
8          8               96                1000      0.077       0.10        1.25           0.080       0.074       0.168     
16         16              192               1000      0.077       0.21        2.50           0.103       0.076       0.217     
32         32              384               1000      0.079       0.40        4.84           0.089       0.077       0.127     
64         64              768               1000      0.083       0.78        9.30           0.087       0.082       0.113     
128        128             1536              1000      0.095       1.35        16.25          0.147       0.092       0.272     
256        256             3072              1000      0.116       2.20        26.44          0.420       0.114       0.160     
512        512             6144              1000      0.161       3.18        38.13          0.229       0.158       0.252     
1024       1024            12288             1000      0.283       3.62        43.47          0.445       0.264       0.369     
2048       2048            24576             1000      0.494       4.15        49.79          0.668       0.469       1.352     
4096       4096            49152             1000      1.019       4.02        48.25          1.577       0.911       1.830     
8192       8192            98304             1000      2.594       3.16        37.89          3.493       2.161       6.230     
16384      16384           196608            1000      5.951       2.75        33.04          12.365      5.210       12.311    
32768      32768           393216            1000      21.596      1.52        18.21          27.909      18.552      28.860    
65536      65536           786432            1000      56.373      1.16        13.95          63.660      54.081      59.879    
131072     131072          1572864           1000      127.669     1.03        12.32          137.657     124.267     126.495   
262144     262144          3145728           1000      259.913     1.01        12.10          273.774     255.195     255.863   
524288     524288          6291456           1000      555.579     0.94        11.32          577.665     536.727     561.552   
1048576    1048576         12582912          1000      823.868     1.27        15.27          852.458     814.387     873.698   

