the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.149       0.01        0.11           0.454       0.144       5.551     
2          2               32                1000      0.149       0.01        0.21           0.516       0.145       3.986     
4          4               64                1000      0.153       0.03        0.42           0.693       0.150       3.918     
8          8               128               1000      0.147       0.05        0.87           0.690       0.143       3.584     
16         16              256               1000      0.155       0.10        1.65           0.658       0.142       4.046     
32         32              512               1000      0.190       0.17        2.69           0.693       0.154       3.936     
64         64              1024              1000      0.187       0.34        5.48           8.258       0.173       3.799     
128        128             2048              1000      0.232       0.55        8.83           0.920       0.209       4.556     
256        256             4096              1000      0.317       0.81        12.92          1.054       0.289       3.989     
512        512             8192              1000      0.464       1.10        17.64          1.328       0.453       4.481     
1024       1024            16384             1000      0.836       1.22        19.59          1.819       0.750       5.270     
2048       2048            32768             1000      1.643       1.25        19.94          6.394       1.374       7.845     
4096       4096            65536             1000      4.674       0.88        14.02          6.702       3.860       14.895    
8192       8192            131072            1000      12.231      0.67        10.72          20.999      11.169      27.332    
16384      16384           262144            1000      44.110      0.37        5.94           50.982      41.907      49.572    
32768      32768           524288            1000      95.055      0.34        5.52           101.270     93.611      98.400    
65536      65536           1048576           1000      195.713     0.33        5.36           204.701     194.414     201.725   
131072     131072          2097152           1000      423.354     0.31        4.95           434.383     394.869     435.004   
262144     262144          4194304           1000      927.055     0.28        4.52           947.952     891.230     924.977   
524288     524288          8388608           1000      1973.970    0.27        4.25           2016.039    1943.342    1989.133  
1048576    1048576         16777216          1000      2203.437    0.48        7.61           2235.555    2033.432    2332.860  

